Academic Year,LEA Number,LEA Name,School Number,School Name,Test Type Title,Grade Title,Subject Title,Advanced Count,Advanced Percent,Proficient Count,Proficient Percent,Basic Count,Basic Percent,Test Member Count,Create Date
2011,01,Allegany,0301,Flintstone Elementary,All,Grade 5,Science,6,16.7,25,69.4,5,13.9,36,20111118
2011,01,Allegany,0301,Flintstone Elementary,All,Grade 3,Reading,11,29.7,24,64.9,2,5.4,37,20111118
2011,01,Allegany,0301,Flintstone Elementary,All,Grade 4,Reading,9,23.1,25,64.1,5,12.8,39,20111118
2011,01,Allegany,0301,Flintstone Elementary,All,Grade 5,Reading,23,63.9,12,33.3,*,<= 5.0,36,20111118
2011,01,Allegany,0301,Flintstone Elementary,All,Grade 3,Math,17,45.9,16,43.2,4,10.8,37,20111118
2011,01,Allegany,0301,Flintstone Elementary,All,Grade 4,Math,17,43.6,22,56.4,*,<= 5.0,39,20111118
2011,01,Allegany,0301,Flintstone Elementary,All,Grade 5,Math,6,16.7,25,69.4,5,13.9,36,20111118
2011,01,Allegany,0301,Flintstone Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0301,Flintstone Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0401,South Penn Elementary,All,Grade 5,Science,5,6.6,45,59.2,26,34.2,76,20111118
2011,01,Allegany,0401,South Penn Elementary,All,Grade 3,Reading,8,9.6,60,72.3,15,18.1,83,20111118
2011,01,Allegany,0401,South Penn Elementary,All,Grade 4,Reading,12,16.9,45,63.4,14,19.7,71,20111118
2011,01,Allegany,0401,South Penn Elementary,All,Grade 5,Reading,28,35.9,41,52.6,9,11.5,78,20111118
2011,01,Allegany,0401,South Penn Elementary,All,Grade 3,Math,19,22.9,52,62.7,12,14.5,83,20111118
2011,01,Allegany,0401,South Penn Elementary,All,Grade 4,Math,34,47.9,31,43.7,6,8.5,71,20111118
2011,01,Allegany,0401,South Penn Elementary,All,Grade 5,Math,10,13.0,52,67.5,15,19.5,77,20111118
2011,01,Allegany,0401,South Penn Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0401,South Penn Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0401,South Penn Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0401,South Penn Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0401,South Penn Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0402,John Humbird Elementary,All,Grade 5,Science,*,<= 5.0,30,71.4,10,23.8,42,20111118
2011,01,Allegany,0402,John Humbird Elementary,All,Grade 3,Reading,*,<= 5.0,34,75.6,10,22.2,45,20111118
2011,01,Allegany,0402,John Humbird Elementary,All,Grade 4,Reading,9,17.6,32,62.7,10,19.6,51,20111118
2011,01,Allegany,0402,John Humbird Elementary,All,Grade 5,Reading,18,42.9,18,42.9,6,14.3,42,20111118
2011,01,Allegany,0402,John Humbird Elementary,All,Grade 3,Math,13,28.9,21,46.7,11,24.4,45,20111118
2011,01,Allegany,0402,John Humbird Elementary,All,Grade 4,Math,28,56.0,17,34.0,5,10.0,50,20111118
2011,01,Allegany,0402,John Humbird Elementary,All,Grade 5,Math,6,14.3,27,64.3,9,21.4,42,20111118
2011,01,Allegany,0402,John Humbird Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0402,John Humbird Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0402,John Humbird Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0402,John Humbird Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0406,Washington Middle,All,Grade 8,Science,*,<= 5.0,142,65.1,71,32.6,218,20111118
2011,01,Allegany,0406,Washington Middle,All,Grade 6,Reading,57,27.0,95,45.0,59,28.0,211,20111118
2011,01,Allegany,0406,Washington Middle,All,Grade 7,Reading,56,29.8,79,42.0,53,28.2,188,20111118
2011,01,Allegany,0406,Washington Middle,All,Grade 8,Reading,81,36.8,91,41.4,48,21.8,220,20111118
2011,01,Allegany,0406,Washington Middle,All,Grade 6,Math,63,29.9,109,51.7,39,18.5,211,20111118
2011,01,Allegany,0406,Washington Middle,All,Grade 7,Math,32,17.1,94,50.3,61,32.6,187,20111118
2011,01,Allegany,0406,Washington Middle,All,Grade 8,Math,54,24.4,86,38.9,81,36.7,221,20111118
2011,01,Allegany,0406,Washington Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0406,Washington Middle,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0406,Washington Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0406,Washington Middle,Modified,Grade 7,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0406,Washington Middle,Modified,Grade 8,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0502,Northeast Elementary,All,Grade 5,Science,7,12.5,42,75.0,7,12.5,56,20111118
2011,01,Allegany,0502,Northeast Elementary,All,Grade 3,Reading,10,19.6,36,70.6,5,9.8,51,20111118
2011,01,Allegany,0502,Northeast Elementary,All,Grade 4,Reading,15,30.6,29,59.2,5,10.2,49,20111118
2011,01,Allegany,0502,Northeast Elementary,All,Grade 5,Reading,31,55.4,21,37.5,4,7.1,56,20111118
2011,01,Allegany,0502,Northeast Elementary,All,Grade 3,Math,19,37.3,29,56.9,3,5.9,51,20111118
2011,01,Allegany,0502,Northeast Elementary,All,Grade 4,Math,29,59.2,20,40.8,*,<= 5.0,49,20111118
2011,01,Allegany,0502,Northeast Elementary,All,Grade 5,Math,14,25.0,35,62.5,7,12.5,56,20111118
2011,01,Allegany,0504,Braddock Middle,All,Grade 8,Science,*,<= 5.0,110,62.1,60,33.9,177,20111118
2011,01,Allegany,0504,Braddock Middle,All,Grade 6,Reading,79,43.9,68,37.8,33,18.3,180,20111118
2011,01,Allegany,0504,Braddock Middle,All,Grade 7,Reading,76,39.6,99,51.6,17,8.9,192,20111118
2011,01,Allegany,0504,Braddock Middle,All,Grade 8,Reading,69,38.8,78,43.8,31,17.4,178,20111118
2011,01,Allegany,0504,Braddock Middle,All,Grade 6,Math,71,39.2,92,50.8,18,9.9,181,20111118
2011,01,Allegany,0504,Braddock Middle,All,Grade 7,Math,57,29.5,104,53.9,32,16.6,193,20111118
2011,01,Allegany,0504,Braddock Middle,All,Grade 8,Math,55,30.7,67,37.4,57,31.8,179,20111118
2011,01,Allegany,0504,Braddock Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0504,Braddock Middle,Modified,Grade 7,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0504,Braddock Middle,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0504,Braddock Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0504,Braddock Middle,Modified,Grade 7,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0504,Braddock Middle,Modified,Grade 8,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0603,West Side Elementary,All,Grade 5,Science,3,5.1,32,54.2,24,40.7,59,20111118
2011,01,Allegany,0603,West Side Elementary,All,Grade 3,Reading,8,15.1,33,62.3,12,22.6,53,20111118
2011,01,Allegany,0603,West Side Elementary,All,Grade 4,Reading,8,22.2,23,63.9,5,13.9,36,20111118
2011,01,Allegany,0603,West Side Elementary,All,Grade 5,Reading,28,46.7,22,36.7,10,16.7,60,20111118
2011,01,Allegany,0603,West Side Elementary,All,Grade 3,Math,16,29.6,26,48.1,12,22.2,54,20111118
2011,01,Allegany,0603,West Side Elementary,All,Grade 4,Math,20,55.6,13,36.1,3,8.3,36,20111118
2011,01,Allegany,0603,West Side Elementary,All,Grade 5,Math,8,13.3,37,61.7,15,25.0,60,20111118
2011,01,Allegany,0603,West Side Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0603,West Side Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0603,West Side Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0603,West Side Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0701,Cresaptown Elementary,All,Grade 5,Science,12,23.1,32,61.5,8,15.4,52,20111118
2011,01,Allegany,0701,Cresaptown Elementary,All,Grade 3,Reading,10,17.9,44,78.6,*,<= 5.0,56,20111118
2011,01,Allegany,0701,Cresaptown Elementary,All,Grade 4,Reading,13,23.6,39,70.9,3,5.5,55,20111118
2011,01,Allegany,0701,Cresaptown Elementary,All,Grade 5,Reading,35,67.3,11,21.2,6,11.5,52,20111118
2011,01,Allegany,0701,Cresaptown Elementary,All,Grade 3,Math,33,58.9,20,35.7,3,5.4,56,20111118
2011,01,Allegany,0701,Cresaptown Elementary,All,Grade 4,Math,32,58.2,18,32.7,5,9.1,55,20111118
2011,01,Allegany,0701,Cresaptown Elementary,All,Grade 5,Math,12,23.1,33,63.5,7,13.5,52,20111118
2011,01,Allegany,0702,Bel Air Elementary,All,Grade 5,Science,6,17.6,24,70.6,4,11.8,34,20111118
2011,01,Allegany,0702,Bel Air Elementary,All,Grade 3,Reading,13,48.1,13,48.1,*,<= 5.0,27,20111118
2011,01,Allegany,0702,Bel Air Elementary,All,Grade 4,Reading,15,40.5,22,59.5,*,<= 5.0,37,20111118
2011,01,Allegany,0702,Bel Air Elementary,All,Grade 5,Reading,28,80.0,7,20.0,*,<= 5.0,35,20111118
2011,01,Allegany,0702,Bel Air Elementary,All,Grade 3,Math,20,74.1,7,25.9,*,<= 5.0,27,20111118
2011,01,Allegany,0702,Bel Air Elementary,All,Grade 4,Math,28,75.7,8,21.6,*,<= 5.0,37,20111118
2011,01,Allegany,0702,Bel Air Elementary,All,Grade 5,Math,12,34.3,22,62.9,*,<= 5.0,35,20111118
2011,01,Allegany,0801,Westernport Elementary,All,Grade 5,Science,4,9.5,26,61.9,12,28.6,42,20111118
2011,01,Allegany,0801,Westernport Elementary,All,Grade 3,Reading,7,17.1,21,51.2,13,31.7,41,20111118
2011,01,Allegany,0801,Westernport Elementary,All,Grade 4,Reading,7,17.5,26,65.0,7,17.5,40,20111118
2011,01,Allegany,0801,Westernport Elementary,All,Grade 5,Reading,22,51.2,14,32.6,7,16.3,43,20111118
2011,01,Allegany,0801,Westernport Elementary,All,Grade 3,Math,11,26.8,27,65.9,3,7.3,41,20111118
2011,01,Allegany,0801,Westernport Elementary,All,Grade 4,Math,21,52.5,15,37.5,4,10.0,40,20111118
2011,01,Allegany,0801,Westernport Elementary,All,Grade 5,Math,7,16.3,25,58.1,11,25.6,43,20111118
2011,01,Allegany,0801,Westernport Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0801,Westernport Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0801,Westernport Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0801,Westernport Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0802,Westmar Middle,All,Grade 8,Science,*,<= 5.0,75,78.9,19,20.0,95,20111118
2011,01,Allegany,0802,Westmar Middle,All,Grade 6,Reading,24,30.0,43,53.8,13,16.3,80,20111118
2011,01,Allegany,0802,Westmar Middle,All,Grade 7,Reading,28,27.7,51,50.5,22,21.8,101,20111118
2011,01,Allegany,0802,Westmar Middle,All,Grade 8,Reading,42,43.8,38,39.6,16,16.7,96,20111118
2011,01,Allegany,0802,Westmar Middle,All,Grade 6,Math,26,32.5,52,65.0,*,<= 5.0,80,20111118
2011,01,Allegany,0802,Westmar Middle,All,Grade 7,Math,26,25.7,73,72.3,*,<= 5.0,101,20111118
2011,01,Allegany,0802,Westmar Middle,All,Grade 8,Math,24,25.0,50,52.1,22,22.9,96,20111118
2011,01,Allegany,0802,Westmar Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0802,Westmar Middle,Modified,Grade 7,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0802,Westmar Middle,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0802,Westmar Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,0802,Westmar Middle,Modified,Grade 7,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,1001,George's Creek Elementary,All,Grade 5,Science,4,6.1,30,45.5,32,48.5,66,20111118
2011,01,Allegany,1001,George's Creek Elementary,All,Grade 3,Reading,7,15.9,33,75.0,4,9.1,44,20111118
2011,01,Allegany,1001,George's Creek Elementary,All,Grade 4,Reading,8,17.4,33,71.7,5,10.9,46,20111118
2011,01,Allegany,1001,George's Creek Elementary,All,Grade 5,Reading,21,31.8,33,50.0,12,18.2,66,20111118
2011,01,Allegany,1001,George's Creek Elementary,All,Grade 3,Math,23,52.3,16,36.4,5,11.4,44,20111118
2011,01,Allegany,1001,George's Creek Elementary,All,Grade 4,Math,30,65.2,15,32.6,*,<= 5.0,46,20111118
2011,01,Allegany,1001,George's Creek Elementary,All,Grade 5,Math,7,10.6,42,63.6,17,25.8,66,20111118
2011,01,Allegany,1001,George's Creek Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,1001,George's Creek Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,1101,Frost Elementary,All,Grade 5,Science,17,44.7,19,50.0,2,5.3,38,20111118
2011,01,Allegany,1101,Frost Elementary,All,Grade 3,Reading,18,48.6,19,51.4,*,<= 5.0,37,20111118
2011,01,Allegany,1101,Frost Elementary,All,Grade 4,Reading,18,51.4,17,48.6,*,<= 5.0,35,20111118
2011,01,Allegany,1101,Frost Elementary,All,Grade 5,Reading,31,81.6,7,18.4,*,<= 5.0,38,20111118
2011,01,Allegany,1101,Frost Elementary,All,Grade 3,Math,30,81.1,7,18.9,*,<= 5.0,37,20111118
2011,01,Allegany,1101,Frost Elementary,All,Grade 4,Math,29,82.9,5,14.3,*,<= 5.0,35,20111118
2011,01,Allegany,1101,Frost Elementary,All,Grade 5,Math,20,52.6,17,44.7,*,<= 5.0,38,20111118
2011,01,Allegany,1301,Mount Savage Middle,All,Grade 8,Science,*,<= 5.0,117,78.0,29,19.3,150,20111118
2011,01,Allegany,1301,Mount Savage Middle,All,Grade 6,Reading,35,25.9,66,48.9,34,25.2,135,20111118
2011,01,Allegany,1301,Mount Savage Middle,All,Grade 7,Reading,64,41.0,73,46.8,19,12.2,156,20111118
2011,01,Allegany,1301,Mount Savage Middle,All,Grade 8,Reading,57,38.0,65,43.3,28,18.7,150,20111118
2011,01,Allegany,1301,Mount Savage Middle,All,Grade 6,Math,35,25.7,68,50.0,33,24.3,136,20111118
2011,01,Allegany,1301,Mount Savage Middle,All,Grade 7,Math,21,13.5,98,62.8,37,23.7,156,20111118
2011,01,Allegany,1301,Mount Savage Middle,All,Grade 8,Math,35,23.3,65,43.3,50,33.3,150,20111118
2011,01,Allegany,1301,Mount Savage Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,1301,Mount Savage Middle,Modified,Grade 7,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,1301,Mount Savage Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,1301,Mount Savage Middle,Modified,Grade 7,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,1302,Mt. Savage Elementary,All,Grade 5,Science,*,<= 5.0,23,65.7,11,31.4,35,20111118
2011,01,Allegany,1302,Mt. Savage Elementary,All,Grade 3,Reading,5,13.2,30,78.9,3,7.9,38,20111118
2011,01,Allegany,1302,Mt. Savage Elementary,All,Grade 4,Reading,7,16.7,32,76.2,3,7.1,42,20111118
2011,01,Allegany,1302,Mt. Savage Elementary,All,Grade 5,Reading,19,52.8,14,38.9,3,8.3,36,20111118
2011,01,Allegany,1302,Mt. Savage Elementary,All,Grade 3,Math,16,42.1,19,50.0,3,7.9,38,20111118
2011,01,Allegany,1302,Mt. Savage Elementary,All,Grade 4,Math,25,59.5,16,38.1,*,<= 5.0,42,20111118
2011,01,Allegany,1302,Mt. Savage Elementary,All,Grade 5,Math,9,25.0,21,58.3,6,16.7,36,20111118
2011,01,Allegany,1302,Mt. Savage Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,1302,Mt. Savage Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2401,Eckhart Alternative School,All,Grade 8,Science,*,<= 5.0,5,38.5,8,61.5,13,20111118
2011,01,Allegany,2401,Eckhart Alternative School,All,Grade 6,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2401,Eckhart Alternative School,All,Grade 7,Reading,*,<= 5.0,3,27.3,8,72.7,11,20111118
2011,01,Allegany,2401,Eckhart Alternative School,All,Grade 8,Reading,*,<= 5.0,3,18.8,13,81.3,16,20111118
2011,01,Allegany,2401,Eckhart Alternative School,All,Grade 6,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2401,Eckhart Alternative School,All,Grade 7,Math,*,<= 5.0,3,25.0,9,75.0,12,20111118
2011,01,Allegany,2401,Eckhart Alternative School,All,Grade 8,Math,*,<= 5.0,3,16.7,15,83.3,18,20111118
2011,01,Allegany,2401,Eckhart Alternative School,Modified,Grade 7,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2401,Eckhart Alternative School,Modified,Grade 7,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2801,Beall Elementary,All,Grade 5,Science,5,8.8,38,66.7,14,24.6,57,20111118
2011,01,Allegany,2801,Beall Elementary,All,Grade 3,Reading,9,18.4,31,63.3,9,18.4,49,20111118
2011,01,Allegany,2801,Beall Elementary,All,Grade 4,Reading,15,28.8,35,67.3,*,<= 5.0,52,20111118
2011,01,Allegany,2801,Beall Elementary,All,Grade 5,Reading,35,62.5,19,33.9,*,<= 5.0,56,20111118
2011,01,Allegany,2801,Beall Elementary,All,Grade 3,Math,14,28.6,27,55.1,8,16.3,49,20111118
2011,01,Allegany,2801,Beall Elementary,All,Grade 4,Math,22,42.3,25,48.1,5,9.6,52,20111118
2011,01,Allegany,2801,Beall Elementary,All,Grade 5,Math,12,21.4,40,71.4,4,7.1,56,20111118
2011,01,Allegany,2801,Beall Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2801,Beall Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2901,Cash Valley Elementary,All,Grade 5,Science,3,9.7,24,77.4,4,12.9,31,20111118
2011,01,Allegany,2901,Cash Valley Elementary,All,Grade 3,Reading,12,31.6,23,60.5,3,7.9,38,20111118
2011,01,Allegany,2901,Cash Valley Elementary,All,Grade 4,Reading,16,41.0,20,51.3,3,7.7,39,20111118
2011,01,Allegany,2901,Cash Valley Elementary,All,Grade 5,Reading,24,77.4,6,19.4,*,<= 5.0,31,20111118
2011,01,Allegany,2901,Cash Valley Elementary,All,Grade 3,Math,16,42.1,18,47.4,4,10.5,38,20111118
2011,01,Allegany,2901,Cash Valley Elementary,All,Grade 4,Math,30,76.9,7,17.9,2,5.1,39,20111118
2011,01,Allegany,2901,Cash Valley Elementary,All,Grade 5,Math,16,51.6,14,45.2,*,<= 5.0,31,20111118
2011,01,Allegany,2901,Cash Valley Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2901,Cash Valley Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2901,Cash Valley Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2901,Cash Valley Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2902,Parkside Elementary,All,Grade 5,Science,12,34.3,21,60.0,2,5.7,35,20111118
2011,01,Allegany,2902,Parkside Elementary,All,Grade 3,Reading,9,22.5,23,57.5,8,20.0,40,20111118
2011,01,Allegany,2902,Parkside Elementary,All,Grade 4,Reading,18,45.0,18,45.0,4,10.0,40,20111118
2011,01,Allegany,2902,Parkside Elementary,All,Grade 5,Reading,28,80.0,6,17.1,*,<= 5.0,35,20111118
2011,01,Allegany,2902,Parkside Elementary,All,Grade 3,Math,19,47.5,14,35.0,7,17.5,40,20111118
2011,01,Allegany,2902,Parkside Elementary,All,Grade 4,Math,24,60.0,11,27.5,5,12.5,40,20111118
2011,01,Allegany,2902,Parkside Elementary,All,Grade 5,Math,13,37.1,19,54.3,3,8.6,35,20111118
2011,01,Allegany,2902,Parkside Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2902,Parkside Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2902,Parkside Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2902,Parkside Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2902,Parkside Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,2902,Parkside Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 5,Science,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 8,Science,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 3,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 4,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 5,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 6,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 8,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 3,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 4,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 5,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 6,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 8,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 5,Science,87,13.1,413,62.4,162,24.5,662,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 8,Science,*,<= 5.0,450,68.3,192,29.1,659,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 3,Reading,128,20.0,425,66.4,87,13.6,640,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 4,Reading,170,26.8,398,62.7,67,10.6,635,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 5,Reading,373,55.9,232,34.8,62,9.3,667,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 6,Reading,195,31.8,275,44.9,143,23.3,613,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 7,Reading,225,34.4,306,46.7,124,18.9,655,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 8,Reading,250,37.4,277,41.5,141,21.1,668,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 3,Math,266,41.5,300,46.8,75,11.7,641,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 4,Math,369,58.2,224,35.3,41,6.5,634,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 5,Math,152,22.8,410,61.6,104,15.6,666,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 6,Math,195,31.7,321,52.2,99,16.1,615,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 7,Math,136,20.7,373,56.9,147,22.4,656,20111118
2011,01,Allegany,A,All Allegany Schools,All,Grade 8,Math,169,25.1,272,40.5,231,34.4,672,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 4,Reading,3,25.0,4,33.3,5,41.7,12,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 5,Reading,1,5.3,6,31.6,12,63.2,19,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 6,Reading,4,28.6,3,21.4,7,50.0,14,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 7,Reading,*,<= 5.0,4,36.4,7,63.6,11,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 4,Math,*,<= 5.0,1,9.1,10,90.9,11,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 5,Math,3,17.6,4,23.5,10,58.8,17,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 6,Math,4,30.8,2,15.4,7,53.8,13,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 7,Math,*,<= 5.0,6,54.5,5,45.5,11,20111118
2011,01,Allegany,A,All Allegany Schools,Modified,Grade 8,Math,*,*,*,*,*,*,*,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 8,Science,*,<= 5.0,104,67.1,50,32.3,155,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 6,Reading,39,32.2,59,48.8,23,19.0,121,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 7,Reading,43,31.2,69,50.0,26,18.8,138,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 8,Reading,54,34.6,71,45.5,31,19.9,156,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 6,Math,23,19.2,66,55.0,31,25.8,120,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 7,Math,*,<= 5.0,69,50.0,63,45.7,138,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 8,Math,22,14.2,55,35.5,78,50.3,155,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,Modified,Grade 7,Reading,*,*,*,*,*,*,*,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,Modified,Grade 7,Math,*,*,*,*,*,*,*,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,Modified,Grade 8,Math,*,*,*,*,*,*,*,20111118
2011,02,Anne Arundel,1043,Corkran Middle School,All,Grade 8,Science,*,<= 5.0,141,64.1,75,34.1,220,20111118
