Academic Year,LEA Number,LEA Name,School Number,School Name,Test Type Title,Grade Title,Subject Title,Advanced Count,Advanced Percent,Proficient Count,Proficient Percent,Basic Count,Basic Percent,Test Member Count,Create Date
2010,03,Baltimore County,1104,Kingsville Elementary,All,Grade 5,Reading,48,78.7,11,18.0,*,<= 5.0,61,20111104
2010,03,Baltimore County,1104,Kingsville Elementary,All,Grade 3,Math,38,67.9,17,30.4,*,<= 5.0,56,20111104
2010,03,Baltimore County,1104,Kingsville Elementary,All,Grade 4,Math,38,66.7,19,33.3,*,<= 5.0,57,20111104
2010,03,Baltimore County,1104,Kingsville Elementary,All,Grade 5,Math,36,59.0,21,34.4,4,6.6,61,20111104
2010,03,Baltimore County,1104,Kingsville Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1104,Kingsville Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1104,Kingsville Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1104,Kingsville Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,All,Grade 5,Science,*,<= 5.0,68,69.4,26,26.5,98,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,All,Grade 3,Reading,24,23.8,63,62.4,14,13.9,101,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,All,Grade 4,Reading,18,18.0,74,74.0,8,8.0,100,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,All,Grade 5,Reading,58,59.8,31,32.0,8,8.2,97,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,All,Grade 3,Math,34,33.7,56,55.4,11,10.9,101,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,All,Grade 4,Math,56,54.9,33,32.4,13,12.7,102,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,All,Grade 5,Math,22,22.7,61,62.9,14,14.4,97,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1105,Perry Hall Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1106,Carney Elementary,All,Grade 5,Science,4,5.7,47,67.1,19,27.1,70,20111104
2010,03,Baltimore County,1106,Carney Elementary,All,Grade 3,Reading,18,28.1,45,70.3,*,<= 5.0,64,20111104
2010,03,Baltimore County,1106,Carney Elementary,All,Grade 4,Reading,27,32.9,50,61.0,5,6.1,82,20111104
2010,03,Baltimore County,1106,Carney Elementary,All,Grade 5,Reading,45,64.3,22,31.4,*,<= 5.0,70,20111104
2010,03,Baltimore County,1106,Carney Elementary,All,Grade 3,Math,25,39.1,33,51.6,6,9.4,64,20111104
2010,03,Baltimore County,1106,Carney Elementary,All,Grade 4,Math,44,53.0,33,39.8,6,7.2,83,20111104
2010,03,Baltimore County,1106,Carney Elementary,All,Grade 5,Math,23,32.9,43,61.4,4,5.7,70,20111104
2010,03,Baltimore County,1107,Chapel Hill Elementary,All,Grade 5,Science,13,14.3,63,69.2,15,16.5,91,20111104
2010,03,Baltimore County,1107,Chapel Hill Elementary,All,Grade 3,Reading,49,55.7,38,43.2,*,<= 5.0,88,20111104
2010,03,Baltimore County,1107,Chapel Hill Elementary,All,Grade 4,Reading,50,64.1,28,35.9,*,<= 5.0,78,20111104
2010,03,Baltimore County,1107,Chapel Hill Elementary,All,Grade 5,Reading,65,70.7,25,27.2,*,<= 5.0,92,20111104
2010,03,Baltimore County,1107,Chapel Hill Elementary,All,Grade 3,Math,53,60.2,35,39.8,*,<= 5.0,88,20111104
2010,03,Baltimore County,1107,Chapel Hill Elementary,All,Grade 4,Math,61,78.2,17,21.8,*,<= 5.0,78,20111104
2010,03,Baltimore County,1107,Chapel Hill Elementary,All,Grade 5,Math,36,39.1,50,54.3,6,6.5,92,20111104
2010,03,Baltimore County,1109,Joppa View Elementary,All,Grade 5,Science,*,<= 5.0,62,63.3,33,33.7,98,20111104
2010,03,Baltimore County,1109,Joppa View Elementary,All,Grade 3,Reading,24,25.5,61,64.9,9,9.6,94,20111104
2010,03,Baltimore County,1109,Joppa View Elementary,All,Grade 4,Reading,49,45.4,58,53.7,*,<= 5.0,108,20111104
2010,03,Baltimore County,1109,Joppa View Elementary,All,Grade 5,Reading,60,61.2,34,34.7,*,<= 5.0,98,20111104
2010,03,Baltimore County,1109,Joppa View Elementary,All,Grade 3,Math,37,39.8,46,49.5,10,10.8,93,20111104
2010,03,Baltimore County,1109,Joppa View Elementary,All,Grade 4,Math,76,69.7,30,27.5,*,<= 5.0,109,20111104
2010,03,Baltimore County,1109,Joppa View Elementary,All,Grade 5,Math,30,30.6,58,59.2,10,10.2,98,20111104
2010,03,Baltimore County,1109,Joppa View Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1109,Joppa View Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1110,Seven Oaks Elementary,All,Grade 5,Science,5,8.1,46,74.2,11,17.7,62,20111104
2010,03,Baltimore County,1110,Seven Oaks Elementary,All,Grade 3,Reading,21,33.3,39,61.9,*,<= 5.0,63,20111104
2010,03,Baltimore County,1110,Seven Oaks Elementary,All,Grade 4,Reading,19,35.2,33,61.1,*,<= 5.0,54,20111104
2010,03,Baltimore County,1110,Seven Oaks Elementary,All,Grade 5,Reading,40,64.5,17,27.4,5,8.1,62,20111104
2010,03,Baltimore County,1110,Seven Oaks Elementary,All,Grade 3,Math,42,66.7,18,28.6,*,<= 5.0,63,20111104
2010,03,Baltimore County,1110,Seven Oaks Elementary,All,Grade 4,Math,23,42.6,29,53.7,*,<= 5.0,54,20111104
2010,03,Baltimore County,1110,Seven Oaks Elementary,All,Grade 5,Math,18,29.0,38,61.3,6,9.7,62,20111104
2010,03,Baltimore County,1111,Gunpowder Elementary,All,Grade 5,Science,8,8.7,61,66.3,23,25.0,92,20111104
2010,03,Baltimore County,1111,Gunpowder Elementary,All,Grade 3,Reading,31,38.3,49,60.5,*,<= 5.0,81,20111104
2010,03,Baltimore County,1111,Gunpowder Elementary,All,Grade 4,Reading,33,34.7,59,62.1,*,<= 5.0,95,20111104
2010,03,Baltimore County,1111,Gunpowder Elementary,All,Grade 5,Reading,52,57.8,29,32.2,9,10.0,90,20111104
2010,03,Baltimore County,1111,Gunpowder Elementary,All,Grade 3,Math,42,51.9,38,46.9,*,<= 5.0,81,20111104
2010,03,Baltimore County,1111,Gunpowder Elementary,All,Grade 4,Math,47,49.0,47,49.0,*,<= 5.0,96,20111104
2010,03,Baltimore County,1111,Gunpowder Elementary,All,Grade 5,Math,24,26.7,49,54.4,17,18.9,90,20111104
2010,03,Baltimore County,1111,Gunpowder Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1111,Gunpowder Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,All,Grade 8,Science,39,7.7,392,77.3,76,15.0,507,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,All,Grade 6,Reading,231,46.1,224,44.7,46,9.2,501,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,All,Grade 7,Reading,233,47.2,191,38.7,70,14.2,494,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,All,Grade 8,Reading,256,50.4,200,39.4,52,10.2,508,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,All,Grade 6,Math,166,33.1,265,52.9,70,14.0,501,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,All,Grade 7,Math,126,25.5,281,56.8,88,17.8,495,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,All,Grade 8,Math,175,34.4,248,48.7,86,16.9,509,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,Modified,Grade 7,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,Modified,Grade 7,Math,*,<= 5.0,5,41.7,7,58.3,12,20111104
2010,03,Baltimore County,1151,Perry Hall Middle,Modified,Grade 8,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,All,Grade 5,Science,*,<= 5.0,33,37.5,52,59.1,88,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,All,Grade 3,Reading,*,<= 5.0,60,72.3,22,26.5,83,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,All,Grade 4,Reading,11,10.7,77,74.8,15,14.6,103,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,All,Grade 5,Reading,28,32.6,39,45.3,19,22.1,86,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,All,Grade 3,Math,6,7.1,52,61.9,26,31.0,84,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,All,Grade 4,Math,35,34.0,56,54.4,12,11.7,103,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,All,Grade 5,Math,11,12.8,44,51.2,31,36.0,86,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1202,Dundalk Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1205,Berkshire Elementary,All,Grade 5,Science,*,<= 5.0,26,41.9,36,58.1,62,20111104
2010,03,Baltimore County,1205,Berkshire Elementary,All,Grade 3,Reading,7,14.0,38,76.0,5,10.0,50,20111104
2010,03,Baltimore County,1205,Berkshire Elementary,All,Grade 4,Reading,12,22.2,38,70.4,4,7.4,54,20111104
2010,03,Baltimore County,1205,Berkshire Elementary,All,Grade 5,Reading,27,42.9,29,46.0,7,11.1,63,20111104
2010,03,Baltimore County,1205,Berkshire Elementary,All,Grade 3,Math,19,38.0,27,54.0,4,8.0,50,20111104
2010,03,Baltimore County,1205,Berkshire Elementary,All,Grade 4,Math,25,44.6,27,48.2,4,7.1,56,20111104
2010,03,Baltimore County,1205,Berkshire Elementary,All,Grade 5,Math,8,12.7,37,58.7,18,28.6,63,20111104
2010,03,Baltimore County,1205,Berkshire Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1205,Berkshire Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1205,Berkshire Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1205,Berkshire Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1206,Bear Creek Elementary,All,Grade 5,Science,*,<= 5.0,25,39.7,38,60.3,63,20111104
2010,03,Baltimore County,1206,Bear Creek Elementary,All,Grade 3,Reading,7,15.2,32,69.6,7,15.2,46,20111104
2010,03,Baltimore County,1206,Bear Creek Elementary,All,Grade 4,Reading,19,26.0,45,61.6,9,12.3,73,20111104
2010,03,Baltimore County,1206,Bear Creek Elementary,All,Grade 5,Reading,24,38.1,30,47.6,9,14.3,63,20111104
2010,03,Baltimore County,1206,Bear Creek Elementary,All,Grade 3,Math,10,21.3,33,70.2,4,8.5,47,20111104
2010,03,Baltimore County,1206,Bear Creek Elementary,All,Grade 4,Math,27,37.0,43,58.9,*,<= 5.0,73,20111104
2010,03,Baltimore County,1206,Bear Creek Elementary,All,Grade 5,Math,7,11.1,48,76.2,8,12.7,63,20111104
2010,03,Baltimore County,1206,Bear Creek Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1206,Bear Creek Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1206,Bear Creek Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1206,Bear Creek Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1207,Norwood Elementary,All,Grade 5,Science,5,5.5,49,53.8,37,40.7,91,20111104
2010,03,Baltimore County,1207,Norwood Elementary,All,Grade 3,Reading,7,8.4,57,68.7,19,22.9,83,20111104
2010,03,Baltimore County,1207,Norwood Elementary,All,Grade 4,Reading,12,13.5,64,71.9,13,14.6,89,20111104
2010,03,Baltimore County,1207,Norwood Elementary,All,Grade 5,Reading,46,51.1,36,40.0,8,8.9,90,20111104
2010,03,Baltimore County,1207,Norwood Elementary,All,Grade 3,Math,21,25.3,49,59.0,13,15.7,83,20111104
2010,03,Baltimore County,1207,Norwood Elementary,All,Grade 4,Math,43,48.3,42,47.2,*,<= 5.0,89,20111104
2010,03,Baltimore County,1207,Norwood Elementary,All,Grade 5,Math,24,26.7,54,60.0,12,13.3,90,20111104
2010,03,Baltimore County,1207,Norwood Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1207,Norwood Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1210,Grange Elementary,All,Grade 5,Science,*,<= 5.0,46,61.3,29,38.7,75,20111104
2010,03,Baltimore County,1210,Grange Elementary,All,Grade 3,Reading,9,15.0,44,73.3,7,11.7,60,20111104
2010,03,Baltimore County,1210,Grange Elementary,All,Grade 4,Reading,5,9.4,39,73.6,9,17.0,53,20111104
2010,03,Baltimore County,1210,Grange Elementary,All,Grade 5,Reading,39,52.7,31,41.9,4,5.4,74,20111104
2010,03,Baltimore County,1210,Grange Elementary,All,Grade 3,Math,22,36.7,32,53.3,6,10.0,60,20111104
2010,03,Baltimore County,1210,Grange Elementary,All,Grade 4,Math,22,41.5,26,49.1,5,9.4,53,20111104
2010,03,Baltimore County,1210,Grange Elementary,All,Grade 5,Math,15,20.3,49,66.2,10,13.5,74,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,All,Grade 5,Science,*,<= 5.0,34,73.9,11,23.9,46,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,All,Grade 3,Reading,10,21.7,33,71.7,3,6.5,46,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,All,Grade 4,Reading,13,31.0,25,59.5,4,9.5,42,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,All,Grade 5,Reading,23,48.9,16,34.0,8,17.0,47,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,All,Grade 3,Math,17,37.0,24,52.2,5,10.9,46,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,All,Grade 4,Math,18,42.9,23,54.8,*,<= 5.0,42,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,All,Grade 5,Math,6,13.0,34,73.9,6,13.0,46,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1212,Charlesmont Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1215,Battle Monument School,All,Grade 5,Science,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1215,Battle Monument School,All,Grade 8,Science,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,All,Grade 5,Science,*,<= 5.0,30,37.0,50,61.7,81,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,All,Grade 3,Reading,*,<= 5.0,54,66.7,23,28.4,81,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,All,Grade 4,Reading,14,14.0,68,68.0,18,18.0,100,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,All,Grade 5,Reading,28,35.4,31,39.2,20,25.3,79,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,All,Grade 3,Math,6,7.4,54,66.7,21,25.9,81,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,All,Grade 4,Math,37,37.0,50,50.0,13,13.0,100,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,All,Grade 5,Math,5,6.3,46,58.2,28,35.4,79,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1216,Sandy Plains Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1217,Logan Elementary,All,Grade 5,Science,*,<= 5.0,32,39.0,50,61.0,82,20111104
2010,03,Baltimore County,1217,Logan Elementary,All,Grade 3,Reading,10,14.1,45,63.4,16,22.5,71,20111104
2010,03,Baltimore County,1217,Logan Elementary,All,Grade 4,Reading,12,17.1,42,60.0,16,22.9,70,20111104
2010,03,Baltimore County,1217,Logan Elementary,All,Grade 5,Reading,30,36.1,47,56.6,6,7.2,83,20111104
2010,03,Baltimore County,1217,Logan Elementary,All,Grade 3,Math,26,36.1,38,52.8,8,11.1,72,20111104
2010,03,Baltimore County,1217,Logan Elementary,All,Grade 4,Math,24,34.3,41,58.6,5,7.1,70,20111104
2010,03,Baltimore County,1217,Logan Elementary,All,Grade 5,Math,5,6.0,59,71.1,19,22.9,83,20111104
2010,03,Baltimore County,1217,Logan Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1217,Logan Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1217,Logan Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1217,Logan Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1217,Logan Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1217,Logan Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1218,Eastwood Center,All,Grade 5,Science,*,<= 5.0,19,65.5,9,31.0,29,20111104
2010,03,Baltimore County,1218,Eastwood Center,All,Grade 3,Reading,4,15.4,15,57.7,7,26.9,26,20111104
2010,03,Baltimore County,1218,Eastwood Center,All,Grade 4,Reading,8,32.0,15,60.0,2,8.0,25,20111104
2010,03,Baltimore County,1218,Eastwood Center,All,Grade 5,Reading,15,53.6,10,35.7,3,10.7,28,20111104
2010,03,Baltimore County,1218,Eastwood Center,All,Grade 3,Math,8,30.8,10,38.5,8,30.8,26,20111104
2010,03,Baltimore County,1218,Eastwood Center,All,Grade 4,Math,11,44.0,11,44.0,3,12.0,25,20111104
2010,03,Baltimore County,1218,Eastwood Center,All,Grade 5,Math,7,25.0,16,57.1,5,17.9,28,20111104
2010,03,Baltimore County,1218,Eastwood Center,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1218,Eastwood Center,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1218,Eastwood Center,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1218,Eastwood Center,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1218,Eastwood Center,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1218,Eastwood Center,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1251,Dundalk Middle,All,Grade 8,Science,*,<= 5.0,79,57.2,56,40.6,138,20111104
2010,03,Baltimore County,1251,Dundalk Middle,All,Grade 6,Reading,34,22.5,74,49.0,43,28.5,151,20111104
2010,03,Baltimore County,1251,Dundalk Middle,All,Grade 7,Reading,38,25.0,78,51.3,36,23.7,152,20111104
2010,03,Baltimore County,1251,Dundalk Middle,All,Grade 8,Reading,36,26.1,70,50.7,32,23.2,138,20111104
2010,03,Baltimore County,1251,Dundalk Middle,All,Grade 6,Math,11,7.3,82,54.3,58,38.4,151,20111104
2010,03,Baltimore County,1251,Dundalk Middle,All,Grade 7,Math,8,5.3,68,44.7,76,50.0,152,20111104
2010,03,Baltimore County,1251,Dundalk Middle,All,Grade 8,Math,13,9.4,59,42.8,66,47.8,138,20111104
2010,03,Baltimore County,1251,Dundalk Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1251,Dundalk Middle,Modified,Grade 7,Reading,1,9.1,3,27.3,7,63.6,11,20111104
2010,03,Baltimore County,1251,Dundalk Middle,Modified,Grade 8,Reading,2,13.3,7,46.7,6,40.0,15,20111104
2010,03,Baltimore County,1251,Dundalk Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1251,Dundalk Middle,Modified,Grade 7,Math,1,6.3,7,43.8,8,50.0,16,20111104
2010,03,Baltimore County,1251,Dundalk Middle,Modified,Grade 8,Math,*,<= 5.0,6,28.6,14,66.7,21,20111104
2010,03,Baltimore County,1253,Holabird Middle,All,Grade 8,Science,*,<= 5.0,106,51.0,96,46.2,208,20111104
2010,03,Baltimore County,1253,Holabird Middle,All,Grade 6,Reading,39,18.9,97,47.1,70,34.0,206,20111104
2010,03,Baltimore County,1253,Holabird Middle,All,Grade 7,Reading,42,22.0,84,44.0,65,34.0,191,20111104
2010,03,Baltimore County,1253,Holabird Middle,All,Grade 8,Reading,45,21.8,93,45.1,68,33.0,206,20111104
2010,03,Baltimore County,1253,Holabird Middle,All,Grade 6,Math,25,12.1,93,45.1,88,42.7,206,20111104
2010,03,Baltimore County,1253,Holabird Middle,All,Grade 7,Math,18,9.4,99,51.8,74,38.7,191,20111104
2010,03,Baltimore County,1253,Holabird Middle,All,Grade 8,Math,28,13.6,75,36.4,103,50.0,206,20111104
2010,03,Baltimore County,1253,Holabird Middle,Modified,Grade 7,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1253,Holabird Middle,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1253,Holabird Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1253,Holabird Middle,Modified,Grade 7,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1253,Holabird Middle,Modified,Grade 8,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,All,Grade 8,Science,*,<= 5.0,191,76.4,57,22.8,250,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,All,Grade 6,Reading,54,21.9,133,53.8,60,24.3,247,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,All,Grade 7,Reading,81,32.8,107,43.3,59,23.9,247,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,All,Grade 8,Reading,88,34.4,108,42.2,60,23.4,256,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,All,Grade 6,Math,33,13.4,129,52.2,85,34.4,247,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,All,Grade 7,Math,33,13.3,148,59.4,68,27.3,249,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,All,Grade 8,Math,49,19.1,124,48.4,83,32.4,256,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,Modified,Grade 7,Reading,1,9.1,1,9.1,9,81.8,11,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,Modified,Grade 7,Math,*,<= 5.0,3,25.0,9,75.0,12,20111104
2010,03,Baltimore County,1255,General John Stricker Middle,Modified,Grade 8,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1302,Arbutus Elementary,All,Grade 5,Science,5,9.3,38,70.4,11,20.4,54,20111104
2010,03,Baltimore County,1302,Arbutus Elementary,All,Grade 3,Reading,6,12.2,38,77.6,5,10.2,49,20111104
2010,03,Baltimore County,1302,Arbutus Elementary,All,Grade 4,Reading,16,25.8,41,66.1,5,8.1,62,20111104
2010,03,Baltimore County,1302,Arbutus Elementary,All,Grade 5,Reading,26,49.1,24,45.3,3,5.7,53,20111104
2010,03,Baltimore County,1302,Arbutus Elementary,All,Grade 3,Math,15,30.6,27,55.1,7,14.3,49,20111104
2010,03,Baltimore County,1302,Arbutus Elementary,All,Grade 4,Math,45,72.6,14,22.6,*,<= 5.0,62,20111104
2010,03,Baltimore County,1302,Arbutus Elementary,All,Grade 5,Math,17,31.5,35,64.8,*,<= 5.0,54,20111104
2010,03,Baltimore County,1302,Arbutus Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1302,Arbutus Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,03,Baltimore County,1307,Baltimore Highlands Elementary,All,Grade 5,Science,*,<= 5.0,16,21.6,58,78.4,74,20111104
2010,03,Baltimore County,1307,Baltimore Highlands Elementary,All,Grade 3,Reading,7,10.9,42,65.6,15,23.4,64,20111104
2010,03,Baltimore County,1307,Baltimore Highlands Elementary,All,Grade 4,Reading,8,11.4,46,65.7,16,22.9,70,20111104
2010,03,Baltimore County,1307,Baltimore Highlands Elementary,All,Grade 5,Reading,21,28.8,29,39.7,23,31.5,73,20111104
2010,03,Baltimore County,1307,Baltimore Highlands Elementary,All,Grade 3,Math,11,17.2,40,62.5,13,20.3,64,20111104
2010,03,Baltimore County,1307,Baltimore Highlands Elementary,All,Grade 4,Math,23,32.9,33,47.1,14,20.0,70,20111104
2010,03,Baltimore County,1307,Baltimore Highlands Elementary,All,Grade 5,Math,6,8.2,45,61.6,22,30.1,73,20111104
