Academic Year,LEA Number,LEA Name,School Number,School Name,Test Type Title,Grade Title,Subject Title,Advanced Count,Advanced Percent,Proficient Count,Proficient Percent,Basic Count,Basic Percent,Test Member Count,Create Date
2010,01,Allegany,0401,South Penn Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0401,South Penn Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0401,South Penn Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0402,John Humbird Elementary,All,Grade 5,Science,8,17.0,26,55.3,13,27.7,47,20111104
2010,01,Allegany,0402,John Humbird Elementary,All,Grade 3,Reading,3,5.7,36,67.9,14,26.4,53,20111104
2010,01,Allegany,0402,John Humbird Elementary,All,Grade 4,Reading,4,9.1,30,68.2,10,22.7,44,20111104
2010,01,Allegany,0402,John Humbird Elementary,All,Grade 5,Reading,23,48.9,20,42.6,4,8.5,47,20111104
2010,01,Allegany,0402,John Humbird Elementary,All,Grade 3,Math,10,18.9,30,56.6,13,24.5,53,20111104
2010,01,Allegany,0402,John Humbird Elementary,All,Grade 4,Math,19,43.2,20,45.5,5,11.4,44,20111104
2010,01,Allegany,0402,John Humbird Elementary,All,Grade 5,Math,8,17.0,31,66.0,8,17.0,47,20111104
2010,01,Allegany,0402,John Humbird Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0402,John Humbird Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0402,John Humbird Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0402,John Humbird Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0402,John Humbird Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0402,John Humbird Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0406,Washington Middle,All,Grade 8,Science,*,<= 5.0,121,62.4,67,34.5,194,20111104
2010,01,Allegany,0406,Washington Middle,All,Grade 6,Reading,60,29.4,98,48.0,46,22.5,204,20111104
2010,01,Allegany,0406,Washington Middle,All,Grade 7,Reading,85,37.8,95,42.2,45,20.0,225,20111104
2010,01,Allegany,0406,Washington Middle,All,Grade 8,Reading,82,41.6,76,38.6,39,19.8,197,20111104
2010,01,Allegany,0406,Washington Middle,All,Grade 6,Math,40,19.5,99,48.3,66,32.2,205,20111104
2010,01,Allegany,0406,Washington Middle,All,Grade 7,Math,24,10.7,125,55.6,76,33.8,225,20111104
2010,01,Allegany,0406,Washington Middle,All,Grade 8,Math,40,20.2,78,39.4,80,40.4,198,20111104
2010,01,Allegany,0406,Washington Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0406,Washington Middle,Modified,Grade 7,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0406,Washington Middle,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0406,Washington Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0406,Washington Middle,Modified,Grade 7,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0406,Washington Middle,Modified,Grade 8,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0502,Northeast Elementary,All,Grade 5,Science,*,<= 5.0,31,50.8,27,44.3,61,20111104
2010,01,Allegany,0502,Northeast Elementary,All,Grade 3,Reading,20,38.5,30,57.7,*,<= 5.0,52,20111104
2010,01,Allegany,0502,Northeast Elementary,All,Grade 4,Reading,12,21.4,41,73.2,3,5.4,56,20111104
2010,01,Allegany,0502,Northeast Elementary,All,Grade 5,Reading,18,29.5,30,49.2,13,21.3,61,20111104
2010,01,Allegany,0502,Northeast Elementary,All,Grade 3,Math,27,51.9,23,44.2,*,<= 5.0,52,20111104
2010,01,Allegany,0502,Northeast Elementary,All,Grade 4,Math,26,46.4,30,53.6,*,<= 5.0,56,20111104
2010,01,Allegany,0502,Northeast Elementary,All,Grade 5,Math,13,21.3,32,52.5,16,26.2,61,20111104
2010,01,Allegany,0502,Northeast Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0502,Northeast Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0504,Braddock Middle,All,Grade 8,Science,*,<= 5.0,129,61.1,77,36.5,211,20111104
2010,01,Allegany,0504,Braddock Middle,All,Grade 6,Reading,101,50.5,80,40.0,19,9.5,200,20111104
2010,01,Allegany,0504,Braddock Middle,All,Grade 7,Reading,84,44.2,71,37.4,35,18.4,190,20111104
2010,01,Allegany,0504,Braddock Middle,All,Grade 8,Reading,96,46.2,72,34.6,40,19.2,208,20111104
2010,01,Allegany,0504,Braddock Middle,All,Grade 6,Math,64,32.0,103,51.5,33,16.5,200,20111104
2010,01,Allegany,0504,Braddock Middle,All,Grade 7,Math,40,21.1,95,50.0,55,28.9,190,20111104
2010,01,Allegany,0504,Braddock Middle,All,Grade 8,Math,41,19.7,81,38.9,86,41.3,208,20111104
2010,01,Allegany,0504,Braddock Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0504,Braddock Middle,Modified,Grade 7,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0504,Braddock Middle,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0504,Braddock Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0504,Braddock Middle,Modified,Grade 7,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0504,Braddock Middle,Modified,Grade 8,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0603,West Side Elementary,All,Grade 5,Science,*,<= 5.0,24,60.0,14,35.0,40,20111104
2010,01,Allegany,0603,West Side Elementary,All,Grade 3,Reading,6,17.1,21,60.0,8,22.9,35,20111104
2010,01,Allegany,0603,West Side Elementary,All,Grade 4,Reading,18,30.5,34,57.6,7,11.9,59,20111104
2010,01,Allegany,0603,West Side Elementary,All,Grade 5,Reading,20,48.8,15,36.6,6,14.6,41,20111104
2010,01,Allegany,0603,West Side Elementary,All,Grade 3,Math,11,31.4,18,51.4,6,17.1,35,20111104
2010,01,Allegany,0603,West Side Elementary,All,Grade 4,Math,26,44.1,28,47.5,5,8.5,59,20111104
2010,01,Allegany,0603,West Side Elementary,All,Grade 5,Math,7,17.1,31,75.6,3,7.3,41,20111104
2010,01,Allegany,0603,West Side Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0701,Cresaptown Elementary,All,Grade 5,Science,8,14.8,36,66.7,10,18.5,54,20111104
2010,01,Allegany,0701,Cresaptown Elementary,All,Grade 3,Reading,10,17.9,41,73.2,5,8.9,56,20111104
2010,01,Allegany,0701,Cresaptown Elementary,All,Grade 4,Reading,10,18.5,39,72.2,5,9.3,54,20111104
2010,01,Allegany,0701,Cresaptown Elementary,All,Grade 5,Reading,29,53.7,18,33.3,7,13.0,54,20111104
2010,01,Allegany,0701,Cresaptown Elementary,All,Grade 3,Math,31,55.4,23,41.1,*,<= 5.0,56,20111104
2010,01,Allegany,0701,Cresaptown Elementary,All,Grade 4,Math,21,38.9,28,51.9,5,9.3,54,20111104
2010,01,Allegany,0701,Cresaptown Elementary,All,Grade 5,Math,15,27.8,33,61.1,6,11.1,54,20111104
2010,01,Allegany,0701,Cresaptown Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0701,Cresaptown Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0702,Bel Air Elementary,All,Grade 5,Science,6,15.8,20,52.6,12,31.6,38,20111104
2010,01,Allegany,0702,Bel Air Elementary,All,Grade 3,Reading,16,41.0,23,59.0,*,<= 5.0,39,20111104
2010,01,Allegany,0702,Bel Air Elementary,All,Grade 4,Reading,21,58.3,14,38.9,*,<= 5.0,36,20111104
2010,01,Allegany,0702,Bel Air Elementary,All,Grade 5,Reading,23,59.0,14,35.9,2,5.1,39,20111104
2010,01,Allegany,0702,Bel Air Elementary,All,Grade 3,Math,24,61.5,15,38.5,*,<= 5.0,39,20111104
2010,01,Allegany,0702,Bel Air Elementary,All,Grade 4,Math,29,80.6,7,19.4,*,<= 5.0,36,20111104
2010,01,Allegany,0702,Bel Air Elementary,All,Grade 5,Math,15,38.5,21,53.8,3,7.7,39,20111104
2010,01,Allegany,0801,Westernport Elementary,All,Grade 5,Science,3,8.1,25,67.6,9,24.3,37,20111104
2010,01,Allegany,0801,Westernport Elementary,All,Grade 3,Reading,3,8.1,23,62.2,11,29.7,37,20111104
2010,01,Allegany,0801,Westernport Elementary,All,Grade 4,Reading,6,12.8,32,68.1,9,19.1,47,20111104
2010,01,Allegany,0801,Westernport Elementary,All,Grade 5,Reading,20,52.6,15,39.5,3,7.9,38,20111104
2010,01,Allegany,0801,Westernport Elementary,All,Grade 3,Math,5,13.5,20,54.1,12,32.4,37,20111104
2010,01,Allegany,0801,Westernport Elementary,All,Grade 4,Math,18,38.3,24,51.1,5,10.6,47,20111104
2010,01,Allegany,0801,Westernport Elementary,All,Grade 5,Math,6,15.8,26,68.4,6,15.8,38,20111104
2010,01,Allegany,0801,Westernport Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0801,Westernport Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0801,Westernport Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0801,Westernport Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0802,Westmar Middle,All,Grade 8,Science,*,<= 5.0,66,66.0,34,34.0,100,20111104
2010,01,Allegany,0802,Westmar Middle,All,Grade 6,Reading,33,31.7,59,56.7,12,11.5,104,20111104
2010,01,Allegany,0802,Westmar Middle,All,Grade 7,Reading,54,54.5,35,35.4,10,10.1,99,20111104
2010,01,Allegany,0802,Westmar Middle,All,Grade 8,Reading,34,33.7,43,42.6,24,23.8,101,20111104
2010,01,Allegany,0802,Westmar Middle,All,Grade 6,Math,30,28.8,70,67.3,*,<= 5.0,104,20111104
2010,01,Allegany,0802,Westmar Middle,All,Grade 7,Math,30,30.3,67,67.7,*,<= 5.0,99,20111104
2010,01,Allegany,0802,Westmar Middle,All,Grade 8,Math,12,11.9,45,44.6,44,43.6,101,20111104
2010,01,Allegany,0802,Westmar Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0802,Westmar Middle,Modified,Grade 7,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0802,Westmar Middle,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0802,Westmar Middle,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,0802,Westmar Middle,Modified,Grade 8,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,1001,George's Creek Elementary,All,Grade 5,Science,*,<= 5.0,26,63.4,15,36.6,41,20111104
2010,01,Allegany,1001,George's Creek Elementary,All,Grade 3,Reading,6,13.0,33,71.7,7,15.2,46,20111104
2010,01,Allegany,1001,George's Creek Elementary,All,Grade 4,Reading,10,14.5,45,65.2,14,20.3,69,20111104
2010,01,Allegany,1001,George's Creek Elementary,All,Grade 5,Reading,19,46.3,18,43.9,4,9.8,41,20111104
2010,01,Allegany,1001,George's Creek Elementary,All,Grade 3,Math,16,34.8,24,52.2,6,13.0,46,20111104
2010,01,Allegany,1001,George's Creek Elementary,All,Grade 4,Math,29,42.0,28,40.6,12,17.4,69,20111104
2010,01,Allegany,1001,George's Creek Elementary,All,Grade 5,Math,7,17.1,26,63.4,8,19.5,41,20111104
2010,01,Allegany,1001,George's Creek Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,1001,George's Creek Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,1001,George's Creek Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,1001,George's Creek Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,1101,Frost Elementary,All,Grade 5,Science,16,40.0,24,60.0,*,<= 5.0,40,20111104
2010,01,Allegany,1101,Frost Elementary,All,Grade 3,Reading,17,44.7,21,55.3,*,<= 5.0,38,20111104
2010,01,Allegany,1101,Frost Elementary,All,Grade 4,Reading,17,48.6,17,48.6,*,<= 5.0,35,20111104
2010,01,Allegany,1101,Frost Elementary,All,Grade 5,Reading,32,80.0,7,17.5,*,<= 5.0,40,20111104
2010,01,Allegany,1101,Frost Elementary,All,Grade 3,Math,26,68.4,11,28.9,*,<= 5.0,38,20111104
2010,01,Allegany,1101,Frost Elementary,All,Grade 4,Math,24,68.6,10,28.6,*,<= 5.0,35,20111104
2010,01,Allegany,1101,Frost Elementary,All,Grade 5,Math,23,57.5,17,42.5,*,<= 5.0,40,20111104
2010,01,Allegany,1301,Mount Savage Middle,All,Grade 8,Science,10,8.5,90,76.3,18,15.3,118,20111104
2010,01,Allegany,1301,Mount Savage Middle,All,Grade 6,Reading,70,44.6,77,49.0,10,6.4,157,20111104
2010,01,Allegany,1301,Mount Savage Middle,All,Grade 7,Reading,75,50.0,52,34.7,23,15.3,150,20111104
2010,01,Allegany,1301,Mount Savage Middle,All,Grade 8,Reading,64,54.2,42,35.6,12,10.2,118,20111104
2010,01,Allegany,1301,Mount Savage Middle,All,Grade 6,Math,28,17.8,96,61.1,33,21.0,157,20111104
2010,01,Allegany,1301,Mount Savage Middle,All,Grade 7,Math,20,13.3,83,55.3,47,31.3,150,20111104
2010,01,Allegany,1301,Mount Savage Middle,All,Grade 8,Math,28,23.7,51,43.2,39,33.1,118,20111104
2010,01,Allegany,1301,Mount Savage Middle,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,1301,Mount Savage Middle,Modified,Grade 8,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,1301,Mount Savage Middle,Modified,Grade 8,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,All,Grade 5,Science,3,7.1,27,64.3,12,28.6,42,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,All,Grade 3,Reading,*,<= 5.0,35,81.4,7,16.3,43,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,All,Grade 4,Reading,6,17.6,24,70.6,4,11.8,34,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,All,Grade 5,Reading,18,42.9,15,35.7,9,21.4,42,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,All,Grade 3,Math,17,39.5,23,53.5,3,7.0,43,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,All,Grade 4,Math,11,32.4,18,52.9,5,14.7,34,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,All,Grade 5,Math,9,21.4,27,64.3,6,14.3,42,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2401,Eckhart Alternative School,All,Grade 8,Science,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2401,Eckhart Alternative School,All,Grade 6,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2401,Eckhart Alternative School,All,Grade 7,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2401,Eckhart Alternative School,All,Grade 8,Reading,*,<= 5.0,6,50.0,6,50.0,12,20111104
2010,01,Allegany,2401,Eckhart Alternative School,All,Grade 6,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2401,Eckhart Alternative School,All,Grade 7,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2401,Eckhart Alternative School,All,Grade 8,Math,*,<= 5.0,1,9.1,10,90.9,11,20111104
2010,01,Allegany,2401,Eckhart Alternative School,Modified,Grade 6,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2401,Eckhart Alternative School,Modified,Grade 7,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2401,Eckhart Alternative School,Modified,Grade 6,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2401,Eckhart Alternative School,Modified,Grade 7,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2801,Beall Elementary,All,Grade 5,Science,4,9.5,25,59.5,13,31.0,42,20111104
2010,01,Allegany,2801,Beall Elementary,All,Grade 3,Reading,10,18.5,39,72.2,5,9.3,54,20111104
2010,01,Allegany,2801,Beall Elementary,All,Grade 4,Reading,13,23.6,34,61.8,8,14.5,55,20111104
2010,01,Allegany,2801,Beall Elementary,All,Grade 5,Reading,23,53.5,14,32.6,6,14.0,43,20111104
2010,01,Allegany,2801,Beall Elementary,All,Grade 3,Math,25,45.5,26,47.3,4,7.3,55,20111104
2010,01,Allegany,2801,Beall Elementary,All,Grade 4,Math,29,52.7,24,43.6,*,<= 5.0,55,20111104
2010,01,Allegany,2801,Beall Elementary,All,Grade 5,Math,8,18.6,28,65.1,7,16.3,43,20111104
2010,01,Allegany,2801,Beall Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2801,Beall Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2801,Beall Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2801,Beall Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2901,Cash Valley Elementary,All,Grade 5,Science,2,6.7,20,66.7,8,26.7,30,20111104
2010,01,Allegany,2901,Cash Valley Elementary,All,Grade 3,Reading,9,23.7,24,63.2,5,13.2,38,20111104
2010,01,Allegany,2901,Cash Valley Elementary,All,Grade 4,Reading,15,40.5,21,56.8,*,<= 5.0,37,20111104
2010,01,Allegany,2901,Cash Valley Elementary,All,Grade 5,Reading,17,56.7,9,30.0,4,13.3,30,20111104
2010,01,Allegany,2901,Cash Valley Elementary,All,Grade 3,Math,21,55.3,13,34.2,4,10.5,38,20111104
2010,01,Allegany,2901,Cash Valley Elementary,All,Grade 4,Math,33,89.2,3,8.1,*,<= 5.0,37,20111104
2010,01,Allegany,2901,Cash Valley Elementary,All,Grade 5,Math,11,36.7,17,56.7,2,6.7,30,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Modified,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2902,Parkside Elementary,All,Grade 5,Science,8,16.3,32,65.3,9,18.4,49,20111104
2010,01,Allegany,2902,Parkside Elementary,All,Grade 3,Reading,10,21.7,30,65.2,6,13.0,46,20111104
2010,01,Allegany,2902,Parkside Elementary,All,Grade 4,Reading,16,45.7,17,48.6,2,5.7,35,20111104
2010,01,Allegany,2902,Parkside Elementary,All,Grade 5,Reading,29,60.4,15,31.3,4,8.3,48,20111104
2010,01,Allegany,2902,Parkside Elementary,All,Grade 3,Math,18,39.1,20,43.5,8,17.4,46,20111104
2010,01,Allegany,2902,Parkside Elementary,All,Grade 4,Math,22,62.9,12,34.3,*,<= 5.0,35,20111104
2010,01,Allegany,2902,Parkside Elementary,All,Grade 5,Math,15,31.9,23,48.9,9,19.1,47,20111104
2010,01,Allegany,2902,Parkside Elementary,Modified,Grade 3,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2902,Parkside Elementary,Modified,Grade 5,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2902,Parkside Elementary,Modified,Grade 3,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2902,Parkside Elementary,Modified,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,2902,Parkside Elementary,Modified,Grade 5,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 8,Science,*,*,*,*,*,*,*,20111104
2010,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 4,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 6,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 7,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 8,Reading,*,*,*,*,*,*,*,20111104
2010,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 4,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 6,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 7,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 8,Math,*,*,*,*,*,*,*,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 5,Science,67,10.6,387,61.4,176,27.9,630,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 8,Science,*,<= 5.0,408,64.8,201,31.9,630,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 3,Reading,128,19.9,420,65.3,95,14.8,643,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 4,Reading,173,25.7,422,62.6,79,11.7,674,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 5,Reading,329,51.8,221,34.8,85,13.4,635,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 6,Reading,265,39.4,316,47.0,91,13.5,672,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 7,Reading,298,44.1,260,38.5,118,17.5,676,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 8,Reading,277,43.2,240,37.4,124,19.3,641,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 3,Math,263,40.8,311,48.3,70,10.9,644,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 4,Math,335,49.8,288,42.8,50,7.4,673,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 5,Math,149,23.5,390,61.5,95,15.0,634,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 6,Math,163,24.2,368,54.7,142,21.1,673,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 7,Math,114,16.9,372,55.0,190,28.1,676,20111104
2010,01,Allegany,A,All Allegany Schools,All,Grade 8,Math,123,19.2,256,39.9,262,40.9,641,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 3,Reading,*,<= 5.0,2,20.0,8,80.0,10,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 4,Reading,1,5.6,7,38.9,10,55.6,18,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 5,Reading,*,<= 5.0,7,33.3,14,66.7,21,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 6,Reading,*,<= 5.0,4,28.6,10,71.4,14,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 7,Reading,*,<= 5.0,4,30.8,9,69.2,13,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 8,Reading,2,10.5,7,36.8,10,52.6,19,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 3,Math,*,<= 5.0,1,10.0,9,90.0,10,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 4,Math,1,7.1,4,28.6,9,64.3,14,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 5,Math,*,<= 5.0,6,35.3,11,64.7,17,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 6,Math,*,<= 5.0,1,6.7,14,93.3,15,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 7,Math,1,9.1,1,9.1,9,81.8,11,20111104
2010,01,Allegany,A,All Allegany Schools,Modified,Grade 8,Math,1,7.1,*,<= 5.0,13,92.9,14,20111104
2010,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 8,Science,*,<= 5.0,98,72.6,36,26.7,135,20111104
2010,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 6,Reading,35,25.5,75,54.7,27,19.7,137,20111104
2010,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 7,Reading,51,32.3,65,41.1,42,26.6,158,20111104
2010,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 8,Reading,51,37.5,52,38.2,33,24.3,136,20111104
2010,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 6,Math,20,14.6,79,57.7,38,27.7,137,20111104
2010,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 7,Math,22,14.0,88,56.1,47,29.9,157,20111104
2010,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 8,Math,22,16.5,70,52.6,41,30.8,133,20111104
