Academic Year,LEA Number,LEA Name,School Number,School Name,Test Type,Grade,Subject,Advanced Count,Advanced Percent,Proficient Count,Proficient Percent,Basic Count,Basic Percent,Tested Count,Create Date
2013,01,Allegany,1301,Mount Savage Middle,All,Grade 8,Reading,50,39.4,54,42.5,23,18.1,127,20131112
2013,01,Allegany,1301,Mount Savage Middle,All,Grade 8,Science,*,<= 5.0,86,67.7,40,31.5,127,20131112
2013,01,Allegany,1302,Mt. Savage Elementary,All,Grade 3,Math,14,42.4,13,39.4,6,18.2,33,20131112
2013,01,Allegany,1302,Mt. Savage Elementary,All,Grade 4,Math,22,56.4,16,41.0,*,<= 5.0,39,20131112
2013,01,Allegany,1302,Mt. Savage Elementary,All,Grade 5,Math,12,34.3,21,60.0,2,5.7,35,20131112
2013,01,Allegany,1302,Mt. Savage Elementary,All,Grade 3,Reading,7,21.2,22,66.7,4,12.1,33,20131112
2013,01,Allegany,1302,Mt. Savage Elementary,All,Grade 4,Reading,12,30.8,24,61.5,3,7.7,39,20131112
2013,01,Allegany,1302,Mt. Savage Elementary,All,Grade 5,Reading,24,66.7,10,27.8,2,5.6,36,20131112
2013,01,Allegany,1302,Mt. Savage Elementary,All,Grade 5,Science,7,20.0,23,65.7,5,14.3,35,20131112
2013,01,Allegany,2401,Eckhart Alternative School,All,Grade 6,Math,*,*,*,*,*,*,*,20131112
2013,01,Allegany,2401,Eckhart Alternative School,All,Grade 7,Math,*,<= 5.0,5,38.5,8,61.5,13,20131112
2013,01,Allegany,2401,Eckhart Alternative School,All,Grade 8,Math,*,<= 5.0,1,10.0,9,90.0,10,20131112
2013,01,Allegany,2401,Eckhart Alternative School,All,Grade 6,Reading,*,*,*,*,*,*,*,20131112
2013,01,Allegany,2401,Eckhart Alternative School,All,Grade 7,Reading,2,14.3,7,50.0,5,35.7,14,20131112
2013,01,Allegany,2401,Eckhart Alternative School,All,Grade 8,Reading,*,<= 5.0,*,<= 5.0,*,>= 95.0,*,20131112
2013,01,Allegany,2401,Eckhart Alternative School,All,Grade 8,Science,*,<= 5.0,*,<= 5.0,*,>= 95.0,*,20131112
2013,01,Allegany,2801,Beall Elementary,All,Grade 3,Math,22,36.1,27,44.3,12,19.7,61,20131112
2013,01,Allegany,2801,Beall Elementary,All,Grade 4,Math,30,50.8,26,44.1,3,5.1,59,20131112
2013,01,Allegany,2801,Beall Elementary,All,Grade 5,Math,6,11.8,27,52.9,18,35.3,51,20131112
2013,01,Allegany,2801,Beall Elementary,All,Grade 3,Reading,10,16.4,44,72.1,7,11.5,61,20131112
2013,01,Allegany,2801,Beall Elementary,All,Grade 4,Reading,16,27.1,39,66.1,4,6.8,59,20131112
2013,01,Allegany,2801,Beall Elementary,All,Grade 5,Reading,24,47.1,20,39.2,7,13.7,51,20131112
2013,01,Allegany,2801,Beall Elementary,All,Grade 5,Science,6,11.8,28,54.9,17,33.3,51,20131112
2013,01,Allegany,2901,Cash Valley Elementary,All,Grade 3,Math,14,29.8,22,46.8,11,23.4,47,20131112
2013,01,Allegany,2901,Cash Valley Elementary,All,Grade 4,Math,24,66.7,11,30.6,*,<= 5.0,36,20131112
2013,01,Allegany,2901,Cash Valley Elementary,All,Grade 5,Math,17,50.0,16,47.1,*,<= 5.0,34,20131112
2013,01,Allegany,2901,Cash Valley Elementary,All,Grade 3,Reading,11,23.4,30,63.8,6,12.8,47,20131112
2013,01,Allegany,2901,Cash Valley Elementary,All,Grade 4,Reading,12,33.3,21,58.3,3,8.3,36,20131112
2013,01,Allegany,2901,Cash Valley Elementary,All,Grade 5,Reading,23,67.6,9,26.5,2,5.9,34,20131112
2013,01,Allegany,2901,Cash Valley Elementary,All,Grade 5,Science,11,32.4,18,52.9,5,14.7,34,20131112
2013,01,Allegany,2902,Parkside Elementary,All,Grade 3,Math,16,32.7,24,49.0,9,18.4,49,20131112
2013,01,Allegany,2902,Parkside Elementary,All,Grade 4,Math,21,52.5,14,35.0,5,12.5,40,20131112
2013,01,Allegany,2902,Parkside Elementary,All,Grade 5,Math,19,48.7,16,41.0,4,10.3,39,20131112
2013,01,Allegany,2902,Parkside Elementary,All,Grade 3,Reading,10,20.4,31,63.3,8,16.3,49,20131112
2013,01,Allegany,2902,Parkside Elementary,All,Grade 4,Reading,17,42.5,18,45.0,5,12.5,40,20131112
2013,01,Allegany,2902,Parkside Elementary,All,Grade 5,Reading,27,69.2,10,25.6,2,5.1,39,20131112
2013,01,Allegany,2902,Parkside Elementary,All,Grade 5,Science,10,25.6,23,59.0,6,15.4,39,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 4,Math,*,*,*,*,*,*,*,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 5,Math,*,*,*,*,*,*,*,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 6,Math,*,*,*,*,*,*,*,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 7,Math,*,*,*,*,*,*,*,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 8,Math,*,*,*,*,*,*,*,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 4,Reading,*,*,*,*,*,*,*,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 5,Reading,*,*,*,*,*,*,*,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 6,Reading,*,*,*,*,*,*,*,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 7,Reading,*,*,*,*,*,*,*,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 8,Reading,*,*,*,*,*,*,*,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 5,Science,*,*,*,*,*,*,*,20131112
2013,01,Allegany,7777,Allegany County Home & Hospital,All,Grade 8,Science,*,*,*,*,*,*,*,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 3,Math,245,37.5,292,44.6,117,17.9,654,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 4,Math,338,54.4,244,39.3,39,6.3,621,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 5,Math,153,24.0,348,54.6,136,21.4,637,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 6,Math,194,31.4,305,49.4,119,19.3,618,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 7,Math,118,18.1,403,61.8,131,20.1,652,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 8,Math,150,25.2,271,45.5,174,29.2,595,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 3,Reading,143,21.8,415,63.4,97,14.8,655,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 4,Reading,181,29.1,382,61.5,58,9.3,621,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 5,Reading,373,58.5,208,32.6,57,8.9,638,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 6,Reading,214,34.5,317,51.0,90,14.5,621,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 7,Reading,272,41.6,275,42.0,107,16.4,654,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 8,Reading,231,38.5,233,38.8,136,22.7,600,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 5,Science,91,14.3,382,60.0,164,25.7,637,20131112
2013,01,Allegany,A,All Allegany Schools,All,Grade 8,Science,*,<= 5.0,392,65.9,195,32.8,595,20131112
2013,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 6,Math,25,10.3,139,57.4,78,32.2,242,20131112
2013,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 7,Math,19,8.3,129,56.6,80,35.1,228,20131112
2013,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 8,Math,8,6.5,30,24.2,86,69.4,124,20131112
2013,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 6,Reading,105,43.4,103,42.6,34,14.0,242,20131112
2013,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 7,Reading,90,39.5,98,43.0,40,17.5,228,20131112
2013,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 8,Reading,41,33.1,49,39.5,34,27.4,124,20131112
2013,02,Anne Arundel,1023,Brooklyn Park Middle,All,Grade 8,Science,*,<= 5.0,78,63.9,44,36.1,122,20131112
2013,02,Anne Arundel,1043,Corkran Middle School,All,Grade 6,Math,11,5.9,96,51.9,78,42.2,185,20131112
2013,02,Anne Arundel,1043,Corkran Middle School,All,Grade 7,Math,24,13.3,105,58.0,52,28.7,181,20131112
2013,02,Anne Arundel,1043,Corkran Middle School,All,Grade 8,Math,26,14.4,61,33.9,93,51.7,180,20131112
2013,02,Anne Arundel,1043,Corkran Middle School,All,Grade 6,Reading,60,32.6,82,44.6,42,22.8,184,20131112
2013,02,Anne Arundel,1043,Corkran Middle School,All,Grade 7,Reading,70,38.7,81,44.8,30,16.6,181,20131112
2013,02,Anne Arundel,1043,Corkran Middle School,All,Grade 8,Reading,55,30.7,72,40.2,52,29.1,179,20131112
2013,02,Anne Arundel,1043,Corkran Middle School,All,Grade 8,Science,*,<= 5.0,105,59.0,67,37.6,178,20131112
2013,02,Anne Arundel,1053,Lindale Middle,All,Grade 6,Math,21,8.1,162,62.5,76,29.3,259,20131112
2013,02,Anne Arundel,1053,Lindale Middle,All,Grade 7,Math,36,13.4,165,61.6,67,25.0,268,20131112
2013,02,Anne Arundel,1053,Lindale Middle,All,Grade 8,Math,38,14.7,115,44.6,105,40.7,258,20131112
2013,02,Anne Arundel,1053,Lindale Middle,All,Grade 6,Reading,100,38.6,125,48.3,34,13.1,259,20131112
2013,02,Anne Arundel,1053,Lindale Middle,All,Grade 7,Reading,103,38.3,129,48.0,37,13.8,269,20131112
2013,02,Anne Arundel,1053,Lindale Middle,All,Grade 8,Reading,102,39.5,102,39.5,54,20.9,258,20131112
2013,02,Anne Arundel,1053,Lindale Middle,All,Grade 8,Science,*,<= 5.0,180,69.2,67,25.8,260,20131112
2013,02,Anne Arundel,1063,Marley Middle,All,Grade 6,Math,14,5.5,146,57.3,95,37.3,255,20131112
2013,02,Anne Arundel,1063,Marley Middle,All,Grade 7,Math,23,9.3,155,63.0,68,27.6,246,20131112
2013,02,Anne Arundel,1063,Marley Middle,All,Grade 8,Math,29,12.0,86,35.7,126,52.3,241,20131112
2013,02,Anne Arundel,1063,Marley Middle,All,Grade 6,Reading,84,32.7,132,51.4,41,16.0,257,20131112
2013,02,Anne Arundel,1063,Marley Middle,All,Grade 7,Reading,106,42.9,101,40.9,40,16.2,247,20131112
2013,02,Anne Arundel,1063,Marley Middle,All,Grade 8,Reading,88,36.5,99,41.1,54,22.4,241,20131112
2013,02,Anne Arundel,1063,Marley Middle,All,Grade 8,Science,*,<= 5.0,161,65.7,78,31.8,245,20131112
2013,02,Anne Arundel,1082,Belle Grove Elementary,All,Grade 3,Math,5,17.9,20,71.4,3,10.7,28,20131112
2013,02,Anne Arundel,1082,Belle Grove Elementary,All,Grade 4,Math,10,34.5,18,62.1,*,<= 5.0,29,20131112
2013,02,Anne Arundel,1082,Belle Grove Elementary,All,Grade 5,Math,4,11.4,26,74.3,5,14.3,35,20131112
2013,02,Anne Arundel,1082,Belle Grove Elementary,All,Grade 3,Reading,2,7.1,17,60.7,9,32.1,28,20131112
2013,02,Anne Arundel,1082,Belle Grove Elementary,All,Grade 4,Reading,*,<= 5.0,21,70.0,8,26.7,30,20131112
2013,02,Anne Arundel,1082,Belle Grove Elementary,All,Grade 5,Reading,18,51.4,9,25.7,8,22.9,35,20131112
2013,02,Anne Arundel,1082,Belle Grove Elementary,All,Grade 5,Science,*,<= 5.0,16,45.7,18,51.4,35,20131112
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,All,Grade 3,Math,10,16.7,37,61.7,13,21.7,60,20131112
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,All,Grade 4,Math,22,37.9,28,48.3,8,13.8,58,20131112
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,All,Grade 5,Math,14,22.2,35,55.6,14,22.2,63,20131112
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,All,Grade 3,Reading,4,6.7,43,71.7,13,21.7,60,20131112
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,All,Grade 4,Reading,9,15.5,40,69.0,9,15.5,58,20131112
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,All,Grade 5,Reading,28,43.8,27,42.2,9,14.1,64,20131112
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,All,Grade 5,Science,*,<= 5.0,43,66.2,19,29.2,65,20131112
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,All,Grade 3,Math,19,41.3,26,56.5,*,<= 5.0,46,20131112
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,All,Grade 4,Math,33,50.0,27,40.9,6,9.1,66,20131112
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,All,Grade 5,Math,15,35.7,22,52.4,5,11.9,42,20131112
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,All,Grade 3,Reading,14,30.4,28,60.9,4,8.7,46,20131112
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,All,Grade 4,Reading,22,33.3,40,60.6,4,6.1,66,20131112
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,All,Grade 5,Reading,25,59.5,16,38.1,*,<= 5.0,42,20131112
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,All,Grade 5,Science,7,16.7,28,66.7,7,16.7,42,20131112
2013,02,Anne Arundel,1122,Freetown Elementary,All,Grade 3,Math,25,31.3,39,48.8,16,20.0,80,20131112
2013,02,Anne Arundel,1122,Freetown Elementary,All,Grade 4,Math,33,48.5,27,39.7,8,11.8,68,20131112
2013,02,Anne Arundel,1122,Freetown Elementary,All,Grade 5,Math,15,17.4,58,67.4,13,15.1,86,20131112
2013,02,Anne Arundel,1122,Freetown Elementary,All,Grade 3,Reading,8,9.9,50,61.7,23,28.4,81,20131112
2013,02,Anne Arundel,1122,Freetown Elementary,All,Grade 4,Reading,13,19.1,43,63.2,12,17.6,68,20131112
2013,02,Anne Arundel,1122,Freetown Elementary,All,Grade 5,Reading,39,45.3,35,40.7,12,14.0,86,20131112
2013,02,Anne Arundel,1122,Freetown Elementary,All,Grade 5,Science,*,<= 5.0,43,50.6,38,44.7,85,20131112
2013,02,Anne Arundel,1132,Glendale Elementary,All,Grade 3,Math,12,18.8,38,59.4,14,21.9,64,20131112
2013,02,Anne Arundel,1132,Glendale Elementary,All,Grade 4,Math,39,59.1,18,27.3,9,13.6,66,20131112
2013,02,Anne Arundel,1132,Glendale Elementary,All,Grade 5,Math,18,23.7,51,67.1,7,9.2,76,20131112
2013,02,Anne Arundel,1132,Glendale Elementary,All,Grade 3,Reading,6,9.2,45,69.2,14,21.5,65,20131112
2013,02,Anne Arundel,1132,Glendale Elementary,All,Grade 4,Reading,17,26.2,40,61.5,8,12.3,65,20131112
2013,02,Anne Arundel,1132,Glendale Elementary,All,Grade 5,Reading,40,52.6,26,34.2,10,13.2,76,20131112
2013,02,Anne Arundel,1132,Glendale Elementary,All,Grade 5,Science,6,7.7,47,60.3,25,32.1,78,20131112
2013,02,Anne Arundel,1142,Hilltop Elementary,All,Grade 3,Math,32,36.4,45,51.1,11,12.5,88,20131112
2013,02,Anne Arundel,1142,Hilltop Elementary,All,Grade 4,Math,41,40.6,48,47.5,12,11.9,101,20131112
2013,02,Anne Arundel,1142,Hilltop Elementary,All,Grade 5,Math,13,16.5,44,55.7,22,27.8,79,20131112
2013,02,Anne Arundel,1142,Hilltop Elementary,All,Grade 3,Reading,14,16.1,64,73.6,9,10.3,87,20131112
2013,02,Anne Arundel,1142,Hilltop Elementary,All,Grade 4,Reading,22,21.8,69,68.3,10,9.9,101,20131112
2013,02,Anne Arundel,1142,Hilltop Elementary,All,Grade 5,Reading,42,53.2,25,31.6,12,15.2,79,20131112
2013,02,Anne Arundel,1142,Hilltop Elementary,All,Grade 5,Science,*,<= 5.0,47,59.5,29,36.7,79,20131112
2013,02,Anne Arundel,1152,Linthicum Elementary,All,Grade 3,Math,46,56.8,34,42.0,*,<= 5.0,81,20131112
2013,02,Anne Arundel,1152,Linthicum Elementary,All,Grade 4,Math,55,70.5,22,28.2,*,<= 5.0,78,20131112
2013,02,Anne Arundel,1152,Linthicum Elementary,All,Grade 5,Math,33,49.3,31,46.3,*,<= 5.0,67,20131112
