Academic Year,LEA Number,LEA Name,School Number,School Name,Assessment,Tested Count,Level 1: Did not yet meet expectations - Count,Level 1: Did not yet meet expectations - Percent,Level 2: Partially met expectations - Count,Level 2: Partially met expectations - Percent,Level 3: Approached expectations - Count,Level 3: Approached expectations - Percent,Level 4: Met expectations - Count,Level 4: Met expectations - Percent,Level 5: Exceeded expectations - Count,Level 5: Exceeded expectations - Percent,Create Date
2015,03,Baltimore County,0905,Stoneleigh Elementary,Mathematics Grade 4,130,9,6.9,31,23.8,33,25.4,51,39.2,*,<= 5.0,20160108
2015,03,Baltimore County,0905,Stoneleigh Elementary,Mathematics Grade 5,124,*,<= 5.0,31,25,37,29.8,41,33.1,10,8.1,20160108
2015,03,Baltimore County,0907,Rodgers Forge Elementary,English/Language Arts Grade 3,82,9,11,9,11,17,20.7,44,53.7,*,<= 5.0,20160108
2015,03,Baltimore County,0907,Rodgers Forge Elementary,English/Language Arts Grade 4,67,*,<= 5.0,4,6,13,19.4,38,56.7,10,14.9,20160108
2015,03,Baltimore County,0907,Rodgers Forge Elementary,English/Language Arts Grade 5,78,*,<= 5.0,10,12.8,18,23.1,45,57.7,5,6.4,20160108
2015,03,Baltimore County,0907,Rodgers Forge Elementary,Mathematics Grade 3,83,*,<= 5.0,12,14.5,28,33.7,38,45.8,*,<= 5.0,20160108
2015,03,Baltimore County,0907,Rodgers Forge Elementary,Mathematics Grade 4,69,*,<= 5.0,12,17.4,23,33.3,32,46.4,*,<= 5.0,20160108
2015,03,Baltimore County,0907,Rodgers Forge Elementary,Mathematics Grade 5,80,*,<= 5.0,16,20,31,38.8,26,32.5,5,6.3,20160108
2015,03,Baltimore County,0908,Villa Cresta Elementary,English/Language Arts Grade 3,98,8,8.2,12,12.2,28,28.6,46,46.9,*,<= 5.0,20160108
2015,03,Baltimore County,0908,Villa Cresta Elementary,English/Language Arts Grade 4,98,*,<= 5.0,14,14.3,34,34.7,40,40.8,10,10.2,20160108
2015,03,Baltimore County,0908,Villa Cresta Elementary,English/Language Arts Grade 5,89,8,9,21,23.6,30,33.7,29,32.6,*,<= 5.0,20160108
2015,03,Baltimore County,0908,Villa Cresta Elementary,Mathematics Grade 3,98,8,8.2,25,25.5,36,36.7,27,27.6,*,<= 5.0,20160108
2015,03,Baltimore County,0908,Villa Cresta Elementary,Mathematics Grade 4,99,5,5.1,18,18.2,49,49.5,24,24.2,*,<= 5.0,20160108
2015,03,Baltimore County,0908,Villa Cresta Elementary,Mathematics Grade 5,89,20,22.5,37,41.6,19,21.3,11,12.4,*,<= 5.0,20160108
2015,03,Baltimore County,0909,Pleasant Plains Elementary,English/Language Arts Grade 3,78,29,37.2,14,17.9,18,23.1,17,21.8,*,<= 5.0,20160108
2015,03,Baltimore County,0909,Pleasant Plains Elementary,English/Language Arts Grade 4,77,12,15.6,17,22.1,21,27.3,25,32.5,*,<= 5.0,20160108
2015,03,Baltimore County,0909,Pleasant Plains Elementary,English/Language Arts Grade 5,92,12,13,21,22.8,30,32.6,28,30.4,*,<= 5.0,20160108
2015,03,Baltimore County,0909,Pleasant Plains Elementary,Mathematics Grade 3,85,21,24.7,25,29.4,25,29.4,13,15.3,*,<= 5.0,20160108
2015,03,Baltimore County,0909,Pleasant Plains Elementary,Mathematics Grade 4,84,12,14.3,27,32.1,26,31,19,22.6,*,<= 5.0,20160108
2015,03,Baltimore County,0909,Pleasant Plains Elementary,Mathematics Grade 5,96,15,15.6,32,33.3,32,33.3,16,16.7,*,<= 5.0,20160108
2015,03,Baltimore County,0910,Oakleigh Elementary,English/Language Arts Grade 3,80,27,33.8,24,30,16,20,13,16.3,*,<= 5.0,20160108
2015,03,Baltimore County,0910,Oakleigh Elementary,English/Language Arts Grade 4,93,7,7.5,17,18.3,32,34.4,29,31.2,8,8.6,20160108
2015,03,Baltimore County,0910,Oakleigh Elementary,English/Language Arts Grade 5,78,6,7.7,12,15.4,34,43.6,26,33.3,*,<= 5.0,20160108
2015,03,Baltimore County,0910,Oakleigh Elementary,Mathematics Grade 3,79,18,22.8,31,39.2,19,24.1,11,13.9,*,<= 5.0,20160108
2015,03,Baltimore County,0910,Oakleigh Elementary,Mathematics Grade 4,95,20,21.1,27,28.4,29,30.5,17,17.9,*,<= 5.0,20160108
2015,03,Baltimore County,0910,Oakleigh Elementary,Mathematics Grade 5,81,20,24.7,25,30.9,24,29.6,12,14.8,*,<= 5.0,20160108
2015,03,Baltimore County,0911,Hampton Elementary,English/Language Arts Grade 3,76,8,10.5,11,14.5,19,25,34,44.7,4,5.3,20160108
2015,03,Baltimore County,0911,Hampton Elementary,English/Language Arts Grade 4,104,*,<= 5.0,11,10.6,32,30.8,50,48.1,10,9.6,20160108
2015,03,Baltimore County,0911,Hampton Elementary,English/Language Arts Grade 5,83,*,<= 5.0,13,15.7,15,18.1,47,56.6,*,<= 5.0,20160108
2015,03,Baltimore County,0911,Hampton Elementary,Mathematics Grade 3,80,8,10,12,15,27,33.8,30,37.5,*,<= 5.0,20160108
2015,03,Baltimore County,0911,Hampton Elementary,Mathematics Grade 4,106,*,<= 5.0,33,31.1,38,35.8,28,26.4,*,<= 5.0,20160108
2015,03,Baltimore County,0911,Hampton Elementary,Mathematics Grade 5,83,12,14.5,21,25.3,21,25.3,26,31.3,*,<= 5.0,20160108
2015,03,Baltimore County,0912,Halstead Academy,English/Language Arts Grade 3,86,29,33.7,28,32.6,11,12.8,18,20.9,*,<= 5.0,20160108
2015,03,Baltimore County,0912,Halstead Academy,English/Language Arts Grade 4,52,16,30.8,16,30.8,11,21.2,9,17.3,*,<= 5.0,20160108
2015,03,Baltimore County,0912,Halstead Academy,English/Language Arts Grade 5,66,18,27.3,24,36.4,18,27.3,6,9.1,*,<= 5.0,20160108
2015,03,Baltimore County,0912,Halstead Academy,Mathematics Grade 3,87,25,28.7,28,32.2,18,20.7,15,17.2,*,<= 5.0,20160108
2015,03,Baltimore County,0912,Halstead Academy,Mathematics Grade 4,54,19,35.2,19,35.2,10,18.5,6,11.1,*,<= 5.0,20160108
2015,03,Baltimore County,0912,Halstead Academy,Mathematics Grade 5,67,25,37.3,29,43.3,10,14.9,*,<= 5.0,*,<= 5.0,20160108
2015,03,Baltimore County,0915,Harford Hills Elementary,English/Language Arts Grade 3,55,4,7.3,*,<= 5.0,13,23.6,28,50.9,9,16.4,20160108
2015,03,Baltimore County,0915,Harford Hills Elementary,English/Language Arts Grade 4,63,5,7.9,5,7.9,14,22.2,28,44.4,11,17.5,20160108
2015,03,Baltimore County,0915,Harford Hills Elementary,English/Language Arts Grade 5,67,8,11.9,6,9,25,37.3,25,37.3,*,<= 5.0,20160108
2015,03,Baltimore County,0915,Harford Hills Elementary,Mathematics Grade 3,55,*,<= 5.0,14,25.5,12,21.8,26,47.3,*,<= 5.0,20160108
2015,03,Baltimore County,0915,Harford Hills Elementary,Mathematics Grade 4,63,6,9.5,23,36.5,17,27,17,27,*,<= 5.0,20160108
2015,03,Baltimore County,0915,Harford Hills Elementary,Mathematics Grade 5,68,8,11.8,28,41.2,19,27.9,11,16.2,*,<= 5.0,20160108
2015,03,Baltimore County,0916,Cromwell Valley Elementary Technology,English/Language Arts Grade 3,70,5,7.1,8,11.4,9,12.9,39,55.7,9,12.9,20160108
2015,03,Baltimore County,0916,Cromwell Valley Elementary Technology,English/Language Arts Grade 4,72,4,5.6,9,12.5,18,25,27,37.5,14,19.4,20160108
2015,03,Baltimore County,0916,Cromwell Valley Elementary Technology,English/Language Arts Grade 5,74,4,5.4,9,12.2,22,29.7,38,51.4,*,<= 5.0,20160108
2015,03,Baltimore County,0916,Cromwell Valley Elementary Technology,Mathematics Grade 3,72,*,<= 5.0,9,12.5,12,16.7,43,59.7,7,9.7,20160108
2015,03,Baltimore County,0916,Cromwell Valley Elementary Technology,Mathematics Grade 4,72,*,<= 5.0,9,12.5,22,30.6,37,51.4,*,<= 5.0,20160108
2015,03,Baltimore County,0916,Cromwell Valley Elementary Technology,Mathematics Grade 5,74,7,9.5,28,37.8,19,25.7,17,23,*,<= 5.0,20160108
2015,03,Baltimore County,0921,Pine Grove Elementary,English/Language Arts Grade 3,83,5,6,8,9.6,18,21.7,48,57.8,*,<= 5.0,20160108
2015,03,Baltimore County,0921,Pine Grove Elementary,English/Language Arts Grade 4,80,*,<= 5.0,5,6.3,15,18.8,38,47.5,22,27.5,20160108
2015,03,Baltimore County,0921,Pine Grove Elementary,English/Language Arts Grade 5,73,*,<= 5.0,9,12.3,12,16.4,38,52.1,11,15.1,20160108
2015,03,Baltimore County,0921,Pine Grove Elementary,Mathematics Grade 3,83,*,<= 5.0,14,16.9,29,34.9,29,34.9,7,8.4,20160108
2015,03,Baltimore County,0921,Pine Grove Elementary,Mathematics Grade 4,80,*,<= 5.0,25,31.3,25,31.3,21,26.3,7,8.8,20160108
2015,03,Baltimore County,0921,Pine Grove Elementary,Mathematics Grade 5,74,*,<= 5.0,27,36.5,14,18.9,22,29.7,8,10.8,20160108
2015,03,Baltimore County,0923,White Oak School,English/Language Arts Grade 3,13,8,61.5,4,30.8,1,7.7,*,<= 5.0,*,<= 5.0,20160108
2015,03,Baltimore County,0923,White Oak School,English/Language Arts Grade 5,13,7,53.8,5,38.5,*,<= 5.0,1,7.7,*,<= 5.0,20160108
2015,03,Baltimore County,0923,White Oak School,Mathematics Grade 3,13,5,38.5,5,38.5,2,15.4,1,7.7,*,<= 5.0,20160108
2015,03,Baltimore County,0923,White Oak School,Mathematics Grade 5,13,6,46.2,6,46.2,1,7.7,*,<= 5.0,*,<= 5.0,20160108
2015,03,Baltimore County,0925,West Towson Elementary,English/Language Arts Grade 3,106,*,<= 5.0,6,5.7,17,16,66,62.3,16,15.1,20160108
2015,03,Baltimore County,0925,West Towson Elementary,English/Language Arts Grade 4,72,*,<= 5.0,5,6.9,12,16.7,43,59.7,9,12.5,20160108
2015,03,Baltimore County,0925,West Towson Elementary,English/Language Arts Grade 5,77,*,<= 5.0,*,<= 5.0,16,20.8,46,59.7,12,15.6,20160108
2015,03,Baltimore County,0925,West Towson Elementary,Mathematics Grade 3,108,*,<= 5.0,8,7.4,31,28.7,54,50,12,11.1,20160108
2015,03,Baltimore County,0925,West Towson Elementary,Mathematics Grade 4,74,*,<= 5.0,15,20.3,22,29.7,35,47.3,*,<= 5.0,20160108
2015,03,Baltimore County,0925,West Towson Elementary,Mathematics Grade 5,78,*,<= 5.0,11,14.1,28,35.9,34,43.6,4,5.1,20160108
2015,03,Baltimore County,0953,Dumbarton Middle,Algebra 1,272,*,<= 5.0,31,11.4,65,23.9,158,58.1,*,<= 5.0,20160108
2015,03,Baltimore County,0953,Dumbarton Middle,English/Language Arts Grade 6,331,*,<= 5.0,26,7.9,49,14.8,173,52.3,78,23.6,20160108
2015,03,Baltimore County,0953,Dumbarton Middle,English/Language Arts Grade 7,302,*,<= 5.0,*,<= 5.0,51,16.9,125,41.4,105,34.8,20160108
2015,03,Baltimore County,0953,Dumbarton Middle,English/Language Arts Grade 8,289,*,<= 5.0,19,6.6,52,18,146,50.5,66,22.8,20160108
2015,03,Baltimore County,0953,Dumbarton Middle,Mathematics Grade 6,368,35,9.5,75,20.4,96,26.1,129,35.1,33,9,20160108
2015,03,Baltimore County,0953,Dumbarton Middle,Mathematics Grade 7,222,20,9,66,29.7,96,43.2,36,16.2,*,<= 5.0,20160108
2015,03,Baltimore County,0953,Dumbarton Middle,Mathematics Grade 8,191,36,18.8,23,12,16,8.4,73,38.2,43,22.5,20160108
2015,03,Baltimore County,0954,Loch Raven Technical Academy,Algebra 1,193,26,13.5,79,40.9,56,29,32,16.6,*,<= 5.0,20160108
2015,03,Baltimore County,0954,Loch Raven Technical Academy,English/Language Arts Grade 6,255,36,14.1,64,25.1,89,34.9,63,24.7,*,<= 5.0,20160108
2015,03,Baltimore County,0954,Loch Raven Technical Academy,English/Language Arts Grade 7,238,51,21.4,63,26.5,63,26.5,49,20.6,*,<= 5.0,20160108
2015,03,Baltimore County,0954,Loch Raven Technical Academy,English/Language Arts Grade 8,250,35,14,64,25.6,65,26,68,27.2,18,7.2,20160108
2015,03,Baltimore County,0954,Loch Raven Technical Academy,Mathematics Grade 6,255,29,11.4,95,37.3,86,33.7,42,16.5,*,<= 5.0,20160108
2015,03,Baltimore County,0954,Loch Raven Technical Academy,Mathematics Grade 7,185,24,13,91,49.2,64,34.6,*,<= 5.0,*,<= 5.0,20160108
2015,03,Baltimore County,0954,Loch Raven Technical Academy,Mathematics Grade 8,113,45,39.8,13,11.5,16,14.2,39,34.5,*,<= 5.0,20160108
2015,03,Baltimore County,0957,Pine Grove Middle,Algebra 1,232,*,<= 5.0,36,15.5,99,42.7,89,38.4,*,<= 5.0,20160108
2015,03,Baltimore County,0957,Pine Grove Middle,English/Language Arts Grade 6,308,*,<= 5.0,47,15.3,94,30.5,128,41.6,27,8.8,20160108
2015,03,Baltimore County,0957,Pine Grove Middle,English/Language Arts Grade 7,284,23,8.1,45,15.8,71,25,102,35.9,43,15.1,20160108
2015,03,Baltimore County,0957,Pine Grove Middle,English/Language Arts Grade 8,290,*,<= 5.0,34,11.7,82,28.3,120,41.4,44,15.2,20160108
2015,03,Baltimore County,0957,Pine Grove Middle,Mathematics Grade 6,306,25,8.2,100,32.7,99,32.4,78,25.5,*,<= 5.0,20160108
2015,03,Baltimore County,0957,Pine Grove Middle,Mathematics Grade 7,218,28,12.8,80,36.7,91,41.7,19,8.7,*,<= 5.0,20160108
2015,03,Baltimore County,0957,Pine Grove Middle,Mathematics Grade 8,126,21,16.7,28,22.2,16,12.7,48,38.1,13,10.3,20160108
2015,03,Baltimore County,0971,Towson High Law & Public Policy,Algebra 1,47,10,21.3,22,46.8,10,21.3,5,10.6,*,<= 5.0,20160108
2015,03,Baltimore County,0971,Towson High Law & Public Policy,Algebra 2,265,56,21.1,79,29.8,87,32.8,43,16.2,*,<= 5.0,20160108
2015,03,Baltimore County,0971,Towson High Law & Public Policy,English/Language Arts Grade 10,379,26,6.9,27,7.1,47,12.4,142,37.5,137,36.1,20160108
2015,03,Baltimore County,0972,Parkville High & Center for Math/Science,Algebra 1,216,97,44.9,93,43.1,19,8.8,*,<= 5.0,*,<= 5.0,20160108
2015,03,Baltimore County,0972,Parkville High & Center for Math/Science,Algebra 2,330,249,75.5,65,19.7,*,<= 5.0,*,<= 5.0,*,<= 5.0,20160108
2015,03,Baltimore County,0972,Parkville High & Center for Math/Science,English/Language Arts Grade 10,421,198,47,112,26.6,48,11.4,54,12.8,*,<= 5.0,20160108
2015,03,Baltimore County,0973,Loch Raven High,Algebra 1,55,14,25.5,29,52.7,12,21.8,*,<= 5.0,*,<= 5.0,20160108
2015,03,Baltimore County,0973,Loch Raven High,Algebra 2,31,13,41.9,8,25.8,6,19.4,4,12.9,*,<= 5.0,20160108
2015,03,Baltimore County,0973,Loch Raven High,English/Language Arts Grade 10,207,24,11.6,32,15.5,54,26.1,71,34.3,26,12.6,20160108
2015,03,Baltimore County,0975,George W. Carver Center for Arts & Technology,Algebra 1,30,3,10,12,40,12,40,3,10,*,<= 5.0,20160108
2015,03,Baltimore County,0975,George W. Carver Center for Arts & Technology,Algebra 2,139,36,25.9,60,43.2,29,20.9,14,10.1,*,<= 5.0,20160108
2015,03,Baltimore County,0975,George W. Carver Center for Arts & Technology,English/Language Arts Grade 10,212,13,6.1,20,9.4,32,15.1,95,44.8,52,24.5,20160108
2015,03,Baltimore County,1001,Carroll Manor Elementary,English/Language Arts Grade 3,52,*,<= 5.0,*,<= 5.0,7,13.5,37,71.2,7,13.5,20160108
2015,03,Baltimore County,1001,Carroll Manor Elementary,English/Language Arts Grade 4,54,*,<= 5.0,*,<= 5.0,12,22.2,29,53.7,11,20.4,20160108
2015,03,Baltimore County,1001,Carroll Manor Elementary,English/Language Arts Grade 5,61,*,<= 5.0,4,6.6,12,19.7,41,67.2,*,<= 5.0,20160108
2015,03,Baltimore County,1001,Carroll Manor Elementary,Mathematics Grade 3,52,*,<= 5.0,*,<= 5.0,11,21.2,33,63.5,6,11.5,20160108
2015,03,Baltimore County,1001,Carroll Manor Elementary,Mathematics Grade 4,54,*,<= 5.0,4,7.4,10,18.5,35,64.8,5,9.3,20160108
2015,03,Baltimore County,1001,Carroll Manor Elementary,Mathematics Grade 5,61,*,<= 5.0,6,9.8,18,29.5,32,52.5,5,8.2,20160108
2015,03,Baltimore County,1002,Jacksonville Elementary,English/Language Arts Grade 3,95,*,<= 5.0,*,<= 5.0,15,15.8,68,71.6,9,9.5,20160108
2015,03,Baltimore County,1002,Jacksonville Elementary,English/Language Arts Grade 4,84,*,<= 5.0,*,<= 5.0,12,14.3,41,48.8,27,32.1,20160108
2015,03,Baltimore County,1002,Jacksonville Elementary,English/Language Arts Grade 5,113,*,<= 5.0,*,<= 5.0,18,15.9,80,70.8,10,8.8,20160108
2015,03,Baltimore County,1002,Jacksonville Elementary,Mathematics Grade 3,95,*,<= 5.0,11,11.6,34,35.8,45,47.4,*,<= 5.0,20160108
2015,03,Baltimore County,1002,Jacksonville Elementary,Mathematics Grade 4,84,*,<= 5.0,8,9.5,24,28.6,48,57.1,*,<= 5.0,20160108
2015,03,Baltimore County,1002,Jacksonville Elementary,Mathematics Grade 5,113,*,<= 5.0,11,9.7,29,25.7,65,57.5,7,6.2,20160108
2015,03,Baltimore County,1104,Kingsville Elementary,English/Language Arts Grade 3,62,*,<= 5.0,*,<= 5.0,10,16.1,33,53.2,13,21,20160108
2015,03,Baltimore County,1104,Kingsville Elementary,English/Language Arts Grade 4,68,*,<= 5.0,8,11.8,13,19.1,33,48.5,13,19.1,20160108
2015,03,Baltimore County,1104,Kingsville Elementary,English/Language Arts Grade 5,62,*,<= 5.0,4,6.5,11,17.7,43,69.4,4,6.5,20160108
2015,03,Baltimore County,1104,Kingsville Elementary,Mathematics Grade 3,62,*,<= 5.0,10,16.1,18,29,29,46.8,5,8.1,20160108
2015,03,Baltimore County,1104,Kingsville Elementary,Mathematics Grade 4,68,7,10.3,21,30.9,20,29.4,20,29.4,*,<= 5.0,20160108
2015,03,Baltimore County,1104,Kingsville Elementary,Mathematics Grade 5,62,*,<= 5.0,14,22.6,17,27.4,23,37.1,5,8.1,20160108
2015,03,Baltimore County,1105,Perry Hall Elementary,English/Language Arts Grade 3,112,10,8.9,17,15.2,32,28.6,46,41.1,7,6.3,20160108
2015,03,Baltimore County,1105,Perry Hall Elementary,English/Language Arts Grade 4,125,8,6.4,17,13.6,33,26.4,57,45.6,10,8,20160108
2015,03,Baltimore County,1105,Perry Hall Elementary,English/Language Arts Grade 5,95,16,16.8,18,18.9,23,24.2,36,37.9,*,<= 5.0,20160108
2015,03,Baltimore County,1105,Perry Hall Elementary,Mathematics Grade 3,112,11,9.8,34,30.4,39,34.8,24,21.4,*,<= 5.0,20160108
2015,03,Baltimore County,1105,Perry Hall Elementary,Mathematics Grade 4,127,17,13.4,41,32.3,37,29.1,32,25.2,*,<= 5.0,20160108
2015,03,Baltimore County,1105,Perry Hall Elementary,Mathematics Grade 5,96,16,16.7,30,31.3,29,30.2,21,21.9,*,<= 5.0,20160108
2015,03,Baltimore County,1106,Carney Elementary,English/Language Arts Grade 3,94,9,9.6,22,23.4,24,25.5,35,37.2,*,<= 5.0,20160108
2015,03,Baltimore County,1106,Carney Elementary,English/Language Arts Grade 4,92,5,5.4,9,9.8,39,42.4,35,38,*,<= 5.0,20160108
2015,03,Baltimore County,1106,Carney Elementary,English/Language Arts Grade 5,76,*,<= 5.0,14,18.4,24,31.6,35,46.1,*,<= 5.0,20160108
2015,03,Baltimore County,1106,Carney Elementary,Mathematics Grade 3,96,13,13.5,25,26,30,31.3,26,27.1,*,<= 5.0,20160108
2015,03,Baltimore County,1106,Carney Elementary,Mathematics Grade 4,93,13,14,33,35.5,27,29,19,20.4,*,<= 5.0,20160108
2015,03,Baltimore County,1106,Carney Elementary,Mathematics Grade 5,77,10,13,20,26,32,41.6,13,16.9,*,<= 5.0,20160108
2015,03,Baltimore County,1107,Chapel Hill Elementary,English/Language Arts Grade 3,133,*,<= 5.0,20,15,20,15,69,51.9,21,15.8,20160108
2015,03,Baltimore County,1107,Chapel Hill Elementary,English/Language Arts Grade 4,124,*,<= 5.0,*,<= 5.0,25,20.2,55,44.4,38,30.6,20160108
2015,03,Baltimore County,1107,Chapel Hill Elementary,English/Language Arts Grade 5,116,*,<= 5.0,*,<= 5.0,20,17.2,79,68.1,10,8.6,20160108
2015,03,Baltimore County,1107,Chapel Hill Elementary,Mathematics Grade 3,133,7,5.3,18,13.5,40,30.1,56,42.1,12,9,20160108
2015,03,Baltimore County,1107,Chapel Hill Elementary,Mathematics Grade 4,124,*,<= 5.0,27,21.8,41,33.1,44,35.5,7,5.6,20160108
2015,03,Baltimore County,1107,Chapel Hill Elementary,Mathematics Grade 5,117,11,9.4,25,21.4,44,37.6,32,27.4,*,<= 5.0,20160108
2015,03,Baltimore County,1109,Joppa View Elementary,English/Language Arts Grade 3,103,13,12.6,15,14.6,27,26.2,39,37.9,9,8.7,20160108
2015,03,Baltimore County,1109,Joppa View Elementary,English/Language Arts Grade 4,105,*,<= 5.0,24,22.9,25,23.8,48,45.7,6,5.7,20160108
2015,03,Baltimore County,1109,Joppa View Elementary,English/Language Arts Grade 5,124,9,7.3,20,16.1,41,33.1,51,41.1,*,<= 5.0,20160108
2015,03,Baltimore County,1109,Joppa View Elementary,Mathematics Grade 3,105,9,8.6,21,20,39,37.1,32,30.5,*,<= 5.0,20160108
2015,03,Baltimore County,1109,Joppa View Elementary,Mathematics Grade 4,107,13,12.1,34,31.8,34,31.8,26,24.3,*,<= 5.0,20160108
2015,03,Baltimore County,1109,Joppa View Elementary,Mathematics Grade 5,125,20,16,38,30.4,47,37.6,17,13.6,*,<= 5.0,20160108
2015,03,Baltimore County,1110,Seven Oaks Elementary,English/Language Arts Grade 3,66,*,<= 5.0,8,12.1,14,21.2,38,57.6,*,<= 5.0,20160108
2015,03,Baltimore County,1110,Seven Oaks Elementary,English/Language Arts Grade 4,53,*,<= 5.0,5,9.4,8,15.1,29,54.7,11,20.8,20160108
2015,03,Baltimore County,1110,Seven Oaks Elementary,English/Language Arts Grade 5,49,*,<= 5.0,4,8.2,17,34.7,23,46.9,3,6.1,20160108
2015,03,Baltimore County,1110,Seven Oaks Elementary,Mathematics Grade 3,67,5,7.5,16,23.9,19,28.4,25,37.3,*,<= 5.0,20160108
2015,03,Baltimore County,1110,Seven Oaks Elementary,Mathematics Grade 4,53,3,5.7,11,20.8,22,41.5,15,28.3,*,<= 5.0,20160108
2015,03,Baltimore County,1110,Seven Oaks Elementary,Mathematics Grade 5,49,9,18.4,12,24.5,12,24.5,9,18.4,7,14.3,20160108
2015,03,Baltimore County,1111,Gunpowder Elementary,English/Language Arts Grade 3,91,8,8.8,13,14.3,16,17.6,44,48.4,10,11,20160108
2015,03,Baltimore County,1111,Gunpowder Elementary,English/Language Arts Grade 4,102,*,<= 5.0,16,15.7,24,23.5,41,40.2,17,16.7,20160108
2015,03,Baltimore County,1111,Gunpowder Elementary,English/Language Arts Grade 5,74,*,<= 5.0,11,14.9,20,27,38,51.4,*,<= 5.0,20160108
2015,03,Baltimore County,1111,Gunpowder Elementary,Mathematics Grade 3,91,5,5.5,20,22,25,27.5,35,38.5,6,6.6,20160108
2015,03,Baltimore County,1111,Gunpowder Elementary,Mathematics Grade 4,102,11,10.8,23,22.5,24,23.5,40,39.2,*,<= 5.0,20160108
2015,03,Baltimore County,1111,Gunpowder Elementary,Mathematics Grade 5,74,4,5.4,23,31.1,27,36.5,15,20.3,5,6.8,20160108
2015,03,Baltimore County,1151,Perry Hall Middle,Algebra 1,416,*,<= 5.0,41,9.9,136,32.7,224,53.8,*,<= 5.0,20160108
2015,03,Baltimore County,1151,Perry Hall Middle,English/Language Arts Grade 6,584,*,<= 5.0,78,13.4,158,27.1,280,47.9,50,8.6,20160108
2015,03,Baltimore County,1151,Perry Hall Middle,English/Language Arts Grade 7,552,29,5.3,57,10.3,140,25.4,225,40.8,101,18.3,20160108
2015,03,Baltimore County,1151,Perry Hall Middle,English/Language Arts Grade 8,503,28,5.6,58,11.5,117,23.3,230,45.7,70,13.9,20160108
2015,03,Baltimore County,1151,Perry Hall Middle,Mathematics Grade 6,584,*,<= 5.0,120,20.5,183,31.3,239,40.9,*,<= 5.0,20160108
2015,03,Baltimore County,1151,Perry Hall Middle,Mathematics Grade 7,407,*,<= 5.0,103,25.3,205,50.4,81,19.9,*,<= 5.0,20160108
2015,03,Baltimore County,1151,Perry Hall Middle,Mathematics Grade 8,234,41,17.5,45,19.2,24,10.3,95,40.6,29,12.4,20160108
2015,03,Baltimore County,1171,Perry Hall High,Algebra 1,163,50,30.7,86,52.8,22,13.5,*,<= 5.0,*,<= 5.0,20160108
2015,03,Baltimore County,1171,Perry Hall High,Algebra 2,169,115,68,41,24.3,12,7.1,*,<= 5.0,*,<= 5.0,20160108
2015,03,Baltimore County,1171,Perry Hall High,English/Language Arts Grade 10,489,81,16.6,93,19,125,25.6,139,28.4,51,10.4,20160108
2015,03,Baltimore County,1202,Dundalk Elementary,English/Language Arts Grade 3,105,31,29.5,29,27.6,23,21.9,20,19,*,<= 5.0,20160108
2015,03,Baltimore County,1202,Dundalk Elementary,English/Language Arts Grade 4,91,10,11,27,29.7,21,23.1,31,34.1,*,<= 5.0,20160108
2015,03,Baltimore County,1202,Dundalk Elementary,English/Language Arts Grade 5,105,16,15.2,29,27.6,25,23.8,35,33.3,*,<= 5.0,20160108
2015,03,Baltimore County,1202,Dundalk Elementary,Mathematics Grade 3,107,37,34.6,31,29,23,21.5,15,14,*,<= 5.0,20160108
2015,03,Baltimore County,1202,Dundalk Elementary,Mathematics Grade 4,91,13,14.3,38,41.8,25,27.5,15,16.5,*,<= 5.0,20160108
2015,03,Baltimore County,1202,Dundalk Elementary,Mathematics Grade 5,110,30,27.3,52,47.3,19,17.3,9,8.2,*,<= 5.0,20160108
2015,03,Baltimore County,1205,Berkshire Elementary,English/Language Arts Grade 3,80,10,12.5,15,18.8,25,31.3,27,33.8,*,<= 5.0,20160108
2015,03,Baltimore County,1205,Berkshire Elementary,English/Language Arts Grade 4,79,4,5.1,11,13.9,27,34.2,30,38,7,8.9,20160108
2015,03,Baltimore County,1205,Berkshire Elementary,English/Language Arts Grade 5,63,5,7.9,7,11.1,19,30.2,30,47.6,*,<= 5.0,20160108
2015,03,Baltimore County,1205,Berkshire Elementary,Mathematics Grade 3,82,9,11,29,35.4,27,32.9,16,19.5,*,<= 5.0,20160108
2015,03,Baltimore County,1205,Berkshire Elementary,Mathematics Grade 4,79,7,8.9,27,34.2,29,36.7,15,19,*,<= 5.0,20160108
2015,03,Baltimore County,1205,Berkshire Elementary,Mathematics Grade 5,65,5,7.7,24,36.9,20,30.8,14,21.5,*,<= 5.0,20160108
2015,03,Baltimore County,1206,Bear Creek Elementary,English/Language Arts Grade 3,63,13,20.6,20,31.7,15,23.8,15,23.8,*,<= 5.0,20160108
2015,03,Baltimore County,1206,Bear Creek Elementary,English/Language Arts Grade 4,70,5,7.1,23,32.9,25,35.7,17,24.3,*,<= 5.0,20160108
2015,03,Baltimore County,1206,Bear Creek Elementary,English/Language Arts Grade 5,70,9,12.9,22,31.4,25,35.7,12,17.1,*,<= 5.0,20160108
2015,03,Baltimore County,1206,Bear Creek Elementary,Mathematics Grade 3,63,12,19,14,22.2,21,33.3,16,25.4,*,<= 5.0,20160108
2015,03,Baltimore County,1206,Bear Creek Elementary,Mathematics Grade 4,70,12,17.1,32,45.7,21,30,5,7.1,*,<= 5.0,20160108
2015,03,Baltimore County,1206,Bear Creek Elementary,Mathematics Grade 5,70,10,14.3,37,52.9,15,21.4,8,11.4,*,<= 5.0,20160108
